climate_id	year	month	Temp	Temp_min	Temp_max	Prec	PET
2	1961	5	8.27	2.67	13.87	44.18	89.9
2	1961	6	13.17	6.57	19.77	29.18	105
2	1961	7	13.67	7.87	19.47	82.38	99.2
2	1961	8	13.77	8.57	19.07	88.08	89.9
2	1961	9	11.17	4.77	17.57	31.48	81
2	1961	10	8.27	1.47	15.07	0	65.1
2	1961	11	-0.13	-6.13	5.87	0	39
2	1961	12	-4.93	-11.83	1.87	0	34.1
2	1962	1	-4.63	-12.33	3.07	0	37.2
2	1962	2	-3.23	-9.73	3.27	0	36.4
2	1962	3	-0.33	-7.13	6.47	0	62
2	1962	4	5.37	-1.73	12.47	0	78
2	1962	5	7.87	2.37	13.47	52.98	93
2	1962	6	11.97	6.47	17.47	119.78	93
2	1962	7	13.77	8.27	19.27	69.58	96.1
2	1962	8	12.07	7.47	16.67	163.08	80.6
2	1962	9	11.17	5.67	16.77	58.38	75
2	1962	10	6.77	-0.13	13.67	0	65.1
2	1962	11	2.07	-5.93	10.07	0	48
2	1962	12	-2.33	-9.73	5.07	0	37.2
2	1963	1	-5.33	-13.93	3.27	0	37.2
2	1963	2	-2.63	-10.13	4.87	0	42
2	1963	3	0.67	-6.13	7.47	0	62
2	1963	4	4.77	-1.83	11.37	0	81
2	1963	5	8.57	1.87	15.27	23.58	99.2
2	1963	6	11.27	5.87	16.67	86.28	90
2	1963	7	13.57	8.57	18.67	99.98	93
2	1963	8	12.77	7.97	17.57	90.88	83.7
2	1963	9	11.97	5.97	18.07	17.38	81
2	1963	10	5.97	-0.13	12.07	15.08	58.9
2	1963	11	-0.83	-7.23	5.57	0	39
2	1963	12	-3.63	-11.63	4.37	0	34.1
2	1964	1	-3.13	-10.63	4.37	0	40.3
2	1964	2	-1.63	-8.13	4.87	0	46.4
2	1964	3	1.17	-6.03	8.37	0	62
2	1964	4	5.57	-1.63	12.77	0	84
2	1964	5	8.27	1.67	14.87	0.38	99.2
2	1964	6	12.07	6.27	17.87	91.68	99
2	1964	7	13.17	7.87	18.57	80.88	96.1
2	1964	8	12.57	7.17	17.97	91.58	86.8
2	1964	9	11.57	6.17	16.97	54.68	75
2	1964	10	8.67	1.07	16.27	0	68.2
2	1964	11	1.97	-6.03	9.97	0	45
2	1964	12	-2.33	-10.23	5.57	0	37.2
2	1965	1	-4.03	-12.33	4.27	0	37.2
2	1965	2	-3.03	-9.63	3.57	0	39.2
2	1965	3	-0.43	-7.03	6.17	0	62
2	1965	4	5.17	-2.13	12.47	0	84
2	1965	5	9.17	2.97	15.37	14.18	99.2
2	1965	6	12.07	6.77	17.47	96.48	96
2	1965	7	12.77	7.37	18.27	87.08	96.1
2	1965	8	11.77	6.87	16.67	131.78	83.7
2	1965	9	10.67	5.37	16.07	62.98	75
2	1965	10	5.57	-0.43	11.57	0	58.9
2	1965	11	-0.53	-6.83	5.77	0	39
2	1965	12	-2.03	-10.13	6.07	0	34.1
2	1966	1	-5.83	-13.83	2.07	0	31
2	1966	2	-1.03	-8.63	6.57	0	44.8
2	1966	3	2.97	-4.63	10.57	0	77.5
2	1966	4	4.97	-2.43	12.37	0	84
2	1966	5	9.87	2.57	17.27	15.08	105.4
2	1966	6	11.07	5.07	17.07	107.68	96
2	1966	7	13.97	8.37	19.57	77.58	99.2
2	1966	8	13.17	7.97	18.47	110.38	89.9
2	1966	9	10.17	4.47	15.97	51.78	75
2	1966	10	4.97	-0.93	10.87	0	58.9
2	1966	11	2.87	-4.63	10.37	0	45
2	1966	12	-1.33	-9.03	6.37	0	37.2
2	1967	1	-3.03	-10.83	4.77	0	37.2
2	1967	2	-2.23	-9.63	5.17	0	42
2	1967	3	0.17	-6.03	6.37	0	58.9
2	1967	4	4.47	-2.53	11.47	0	84
2	1967	5	8.47	1.47	15.47	0	99.2
2	1967	6	11.17	5.27	17.07	85.88	96
2	1967	7	13.57	7.47	19.77	35.98	102.3
2	1967	8	13.57	7.27	19.87	30.68	99.2
2	1967	9	11.07	4.67	17.47	42.58	84
2	1967	10	5.57	-1.33	12.47	0	65.1
2	1967	11	-1.13	-7.13	4.87	0	39
2	1967	12	-4.23	-12.23	3.77	0	34.1
2	1968	1	-5.73	-12.93	1.47	0	31
2	1968	2	-3.43	-10.23	3.37	0	46.4
2	1968	3	1.17	-5.53	7.87	0	62
2	1968	4	4.07	-2.83	10.97	0	78
2	1968	5	8.57	1.57	15.57	23.48	102.3
2	1968	6	11.37	5.67	17.07	89.88	96
2	1968	7	12.67	7.37	17.97	88.68	93
2	1968	8	12.67	6.57	18.87	41.38	93
2	1968	9	12.17	6.37	17.97	46.18	81
2	1968	10	5.67	-0.33	11.67	0	58.9
2	1968	11	1.27	-6.13	8.67	0	42
2	1968	12	-2.23	-10.43	5.97	0	40.3
2	1969	1	-3.33	-10.53	3.87	0	40.3
2	1969	2	-1.13	-8.63	6.37	0	50.4
2	1969	3	1.97	-5.73	9.67	0	68.2
2	1969	4	5.47	-1.93	12.87	0	87
2	1969	5	9.67	2.87	16.57	3.88	102.3
2	1969	6	12.17	6.67	17.67	97.68	96
2	1969	7	13.27	7.97	18.67	110.28	93
2	1969	8	12.67	6.87	18.47	73.38	93
2	1969	9	11.17	5.67	16.77	55.38	78
2	1969	10	5.67	-0.43	11.77	0	58.9
2	1969	11	1.67	-6.23	9.57	0	45
2	1969	12	-1.83	-10.03	6.37	0	37.2
2	1970	1	-4.23	-11.33	2.87	0	37.2
2	1970	2	-2.93	-9.83	3.97	0	39.2
2	1970	3	1.87	-4.63	8.37	0	68.2
2	1970	4	4.87	-2.13	11.87	0	81
2	1970	5	9.07	2.47	15.77	29.48	99.2
2	1970	6	12.17	6.27	18.07	84.18	99
2	1970	7	13.37	8.47	18.27	118.68	93
2	1970	8	12.67	6.97	18.37	67.68	89.9
2	1970	9	11.27	4.97	17.57	50.68	81
2	1970	10	6.17	-0.53	12.87	18.58	62
2	1970	11	0.77	-6.03	7.57	0	39
2	1970	12	-1.63	-10.13	6.87	0	40.3
2	1971	1	-4.03	-11.23	3.17	0	34.1
2	1971	2	-2.73	-10.03	4.57	0	44.8
2	1971	3	1.77	-5.63	9.17	0	71.3
2	1971	4	5.67	-1.53	12.87	0	84
2	1971	5	7.87	2.07	13.67	41.48	89.9
2	1971	6	11.77	5.97	17.67	100.18	93
2	1971	7	13.47	7.37	19.57	46.98	102.3
2	1971	8	12.67	6.27	19.17	42.28	99.2
2	1971	9	12.17	5.37	18.97	8.98	90
2	1971	10	7.27	0.77	13.77	18.08	65.1
2	1971	11	0.27	-6.33	6.87	0	42
2	1971	12	-3.43	-11.63	4.77	0	34.1
2	1972	1	-2.33	-10.63	5.97	0	40.3
2	1972	2	-1.53	-8.63	5.57	0	46.4
2	1972	3	2.47	-4.93	9.87	0	71.3
2	1972	4	4.47	-2.23	11.17	1.28	78
2	1972	5	9.37	2.27	16.47	16.08	102.3
2	1972	6	12.47	5.97	19.07	32.18	105
2	1972	7	15.17	9.27	21.17	86.18	105.4
2	1972	8	13.47	6.87	20.07	22.38	102.3
2	1972	9	10.67	5.17	16.27	59.18	75
2	1972	10	6.77	0.47	13.07	0	65.1
2	1972	11	-0.03	-7.23	7.17	0	39
2	1972	12	-1.53	-9.93	6.87	0	37.2
2	1973	1	-2.03	-9.83	5.77	0	40.3
2	1973	2	-1.83	-8.33	4.67	0	39.2
2	1973	3	2.17	-5.33	9.67	0	71.3
2	1973	4	5.77	-1.93	13.47	0	87
2	1973	5	9.27	2.87	15.67	23.78	96.1
2	1973	6	11.67	5.87	17.57	114.68	96
2	1973	7	13.67	6.97	20.47	36.58	108.5
2	1973	8	12.97	6.97	18.97	62.58	93
2	1973	9	11.67	5.27	18.07	43.38	84
2	1973	10	7.07	0.67	13.47	0	62
2	1973	11	0.37	-7.13	7.87	0	39
2	1973	12	-3.73	-11.13	3.67	0	31
2	1974	1	-4.03	-11.63	3.57	0	37.2
2	1974	2	-0.03	-7.73	7.67	0	53.2
2	1974	3	1.47	-5.43	8.37	0	65.1
2	1974	4	5.57	-1.83	12.97	0	81
2	1974	5	8.87	2.57	15.27	40.68	96.1
2	1974	6	12.37	6.87	17.97	86.28	96
2	1974	7	12.47	7.47	17.47	116.88	89.9
2	1974	8	12.67	7.37	17.97	93.18	89.9
2	1974	9	10.87	5.47	16.27	61.58	75
2	1974	10	9.67	2.87	16.57	0	68.2
2	1974	11	2.77	-5.53	11.07	0	45
2	1974	12	-1.73	-8.33	4.87	0	37.2
2	1975	1	-3.73	-10.73	3.27	0	34.1
2	1975	2	-1.93	-8.63	4.77	0	42
2	1975	3	1.47	-5.33	8.27	0	68.2
2	1975	4	5.47	-1.63	12.57	0	84
2	1975	5	8.57	2.07	15.07	21.98	99.2
2	1975	6	13.37	7.37	19.47	34.68	105
2	1975	7	13.37	7.87	18.87	72.58	96.1
2	1975	8	12.97	6.87	19.07	42.68	96.1
2	1975	9	11.27	5.97	16.57	59.18	75
2	1975	10	8.67	1.87	15.47	9.58	68.2
2	1975	11	2.17	-5.73	10.07	0	45
2	1975	12	-2.73	-11.13	5.67	0	43.4
2	1976	1	-4.13	-12.03	3.77	0	37.2
2	1976	2	-0.83	-7.73	6.07	0	46.4
2	1976	3	2.07	-4.73	8.87	0	68.2
2	1976	4	5.27	-1.63	12.17	0	81
2	1976	5	8.57	2.37	14.77	27.08	93
2	1976	6	11.37	5.57	17.27	113.78	96
2	1976	7	12.27	6.07	18.47	60.78	99.2
2	1976	8	12.57	6.77	18.37	49.08	93
2	1976	9	10.77	4.57	16.97	26.38	81
2	1976	10	6.07	-0.53	12.67	0	65.1
2	1976	11	3.97	-4.13	12.07	0	48
2	1976	12	-0.93	-9.13	7.27	0	40.3
2	1977	1	-2.73	-10.33	4.87	0	40.3
2	1977	2	-0.93	-9.03	7.17	0	47.6
2	1977	3	2.57	-4.43	9.57	0	68.2
2	1977	4	4.77	-1.23	10.77	28.78	72
2	1977	5	7.07	1.27	12.87	33.08	89.9
2	1977	6	10.37	4.57	16.17	70.48	93
2	1977	7	13.77	8.37	19.27	64.18	96.1
2	1977	8	12.97	7.27	18.77	104.28	93
2	1977	9	11.57	5.67	17.57	36.78	81
2	1977	10	5.17	-0.63	10.97	32.88	55.8
2	1977	11	0.87	-6.43	8.17	0	39
2	1977	12	-2.53	-9.23	4.17	0	34.1
2	1978	1	-5.83	-13.03	1.27	0	31
2	1978	2	-2.33	-8.93	4.27	0	42
2	1978	3	1.17	-5.13	7.47	0	68.2
2	1978	4	4.67	-2.23	11.57	1.18	81
2	1978	5	8.57	2.37	14.87	46.48	89.9
2	1978	6	11.67	5.67	17.67	95.28	96
2	1978	7	13.07	7.07	19.17	64.18	99.2
2	1978	8	12.97	7.17	18.87	48.68	96.1
2	1978	9	10.77	5.07	16.47	63.18	78
2	1978	10	7.37	0.97	13.77	0	65.1
2	1978	11	1.57	-4.63	7.77	0	42
2	1978	12	-2.43	-10.83	5.97	0	37.2
2	1979	1	-2.93	-10.83	4.97	0	40.3
2	1979	2	-2.23	-9.03	4.57	0	44.8
2	1979	3	0.97	-5.53	7.47	0	65.1
2	1979	4	6.27	-1.33	13.87	0	87
2	1979	5	10.97	3.37	18.67	0.18	114.7
2	1979	6	12.77	6.67	18.97	70.38	105
2	1979	7	12.97	7.37	18.67	105.58	96.1
2	1979	8	13.17	7.77	18.67	63.48	89.9
2	1979	9	10.07	4.27	15.87	71.58	75
2	1979	10	6.17	-0.13	12.47	21.88	62
2	1979	11	2.97	-4.93	10.87	0	45
2	1979	12	-2.63	-9.43	4.17	0	34.1
2	1980	1	-5.53	-12.83	1.77	0	34.1
2	1980	2	-1.53	-8.33	5.27	0	46.4
2	1980	3	1.47	-4.93	7.87	0	65.1
2	1980	4	5.57	-1.73	12.87	0	84
2	1980	5	8.27	1.87	14.67	30.38	93
2	1980	6	12.17	6.37	18.07	61.78	96
2	1980	7	13.57	8.37	18.77	104.08	96.1
2	1980	8	12.97	8.07	17.87	142.88	86.8
2	1980	9	11.77	6.37	17.27	51.18	78
2	1980	10	5.77	0.17	11.37	10.58	58.9
2	1980	11	1.87	-6.13	9.87	0	45
2	1980	12	-0.93	-9.33	7.47	0	40.3
2	1981	1	-4.63	-11.53	2.27	0	31
2	1981	2	-0.83	-8.23	6.57	0	47.6
2	1981	3	1.17	-4.83	7.17	0	58.9
2	1981	4	4.87	-1.53	11.27	8.28	78
2	1981	5	8.37	1.87	14.87	41.38	93
2	1981	6	12.87	6.97	18.87	46.38	99
2	1981	7	13.87	8.57	19.27	91.78	96.1
2	1981	8	14.17	8.77	19.57	61.18	93
2	1981	9	11.67	5.47	17.87	36.08	84
2	1981	10	7.97	-0.03	15.97	0	74.4
2	1981	11	1.17	-6.23	8.57	0	42
2	1981	12	-3.23	-10.93	4.47	0	34.1
2	1982	1	-3.13	-11.73	5.47	0	40.3
2	1982	2	-3.03	-9.53	3.47	0	39.2
2	1982	3	1.67	-4.83	8.17	0	68.2
2	1982	4	4.57	-1.83	10.97	12.18	72
2	1982	5	8.57	1.77	15.37	0	102.3
2	1982	6	12.07	6.87	17.37	91.48	96
2	1982	7	13.77	8.47	19.07	81.78	96.1
2	1982	8	13.57	7.07	20.17	20.68	102.3
2	1982	9	11.87	5.77	18.07	42.08	81
2	1982	10	6.27	-0.43	12.97	0	65.1
2	1982	11	0.77	-6.03	7.57	0	42
2	1982	12	-2.43	-9.83	4.97	0	37.2
2	1983	1	-5.53	-12.53	1.47	0	31
2	1983	2	-4.63	-10.93	1.67	0	36.4
2	1983	3	0.77	-5.43	6.97	0	58.9
2	1983	4	3.67	-2.43	9.77	2.08	75
2	1983	5	8.27	1.77	14.77	8.88	99.2
2	1983	6	12.47	6.47	18.57	64.38	102
2	1983	7	14.37	8.27	20.47	64.38	105.4
2	1983	8	13.37	6.77	19.97	28.88	99.2
2	1983	9	11.77	5.67	17.87	52.88	81
2	1983	10	8.17	1.27	15.07	0	68.2
2	1983	11	0.87	-6.93	8.67	0	42
2	1983	12	-2.53	-10.83	5.77	0	37.2
2	1984	1	-3.63	-11.13	3.87	0	37.2
2	1984	2	0.07	-7.23	7.37	0	52.2
2	1984	3	2.97	-4.33	10.27	0	74.4
2	1984	4	5.97	-0.83	12.77	0	84
2	1984	5	8.77	2.17	15.37	16.68	96.1
2	1984	6	12.67	6.47	18.87	74.48	102
2	1984	7	13.07	8.17	17.97	114.38	89.9
2	1984	8	12.57	5.87	19.37	14.68	99.2
2	1984	9	10.67	4.77	16.67	40.18	81
2	1984	10	8.67	1.17	16.17	0	71.3
2	1984	11	0.37	-7.53	8.27	0	45
2	1984	12	-0.03	-7.93	7.87	0	43.4
2	1985	1	-3.43	-10.13	3.27	0	37.2
2	1985	2	-2.03	-9.53	5.47	0	44.8
2	1985	3	3.57	-3.33	10.47	0	71.3
2	1985	4	5.87	-0.93	12.67	7.48	81
2	1985	5	9.07	2.87	15.27	22.18	99.2
2	1985	6	12.17	6.87	17.57	112.68	93
2	1985	7	12.37	7.17	17.57	121.58	89.9
2	1985	8	13.97	7.97	20.07	41.38	99.2
2	1985	9	11.17	5.67	16.77	73.28	75
2	1985	10	7.17	0.57	13.77	0	65.1
2	1985	11	0.87	-5.83	7.57	0	42
2	1985	12	-1.23	-9.03	6.57	0	37.2
2	1986	1	-2.53	-10.73	5.67	0	40.3
2	1986	2	-1.83	-9.03	5.37	0	44.8
2	1986	3	1.37	-5.23	7.97	0	68.2
2	1986	4	4.27	-1.63	10.17	20.18	72
2	1986	5	8.67	2.17	15.17	0	102.3
2	1986	6	13.47	6.97	19.97	40.38	111
2	1986	7	13.87	7.47	20.27	72.68	105.4
2	1986	8	13.17	6.77	19.67	61.68	99.2
2	1986	9	10.67	5.27	16.07	67.78	75
2	1986	10	5.17	-0.63	10.97	17.98	58.9
2	1986	11	1.57	-6.13	9.27	0	45
2	1986	12	-1.73	-8.93	5.47	0	34.1
2	1987	1	-3.63	-11.63	4.37	0	37.2
2	1987	2	-0.83	-7.93	6.27	0	44.8
2	1987	3	1.47	-5.33	8.27	0	65.1
2	1987	4	4.97	-1.53	11.47	9.08	78
2	1987	5	8.77	1.97	15.57	0.48	105.4
2	1987	6	13.77	7.27	20.37	25.88	108
2	1987	7	13.87	9.07	18.77	118.38	96.1
2	1987	8	12.27	7.47	17.07	129.88	83.7
2	1987	9	11.27	6.17	16.37	95.78	72
2	1987	10	7.07	0.77	13.37	0	65.1
2	1987	11	2.77	-6.23	11.77	0	48
2	1987	12	-1.93	-10.43	6.57	0	37.2
2	1988	1	-2.43	-10.13	5.27	0	40.3
2	1988	2	-0.03	-7.13	7.07	0	49.3
2	1988	3	2.57	-3.93	9.07	0	68.2
2	1988	4	5.37	-1.43	12.17	9.18	84
2	1988	5	9.17	2.87	15.47	48.28	96.1
2	1988	6	12.77	6.37	19.27	27.78	108
2	1988	7	13.97	8.67	19.37	78.38	99.2
2	1988	8	13.17	8.07	18.27	99.18	89.9
2	1988	9	11.27	5.67	16.97	60.28	78
2	1988	10	8.17	0.77	15.57	0	68.2
2	1988	11	1.57	-6.13	9.27	0	42
2	1988	12	-1.03	-8.83	6.77	0	37.2
2	1989	1	-3.43	-10.63	3.77	0	37.2
2	1989	2	-1.63	-8.03	4.77	0	42
2	1989	3	2.47	-4.53	9.47	0	71.3
2	1989	4	4.97	-1.53	11.47	1.08	84
2	1989	5	9.97	3.17	16.77	15.88	105.4
2	1989	6	12.97	7.07	18.87	57.18	105
2	1989	7	13.67	7.97	19.37	50.48	102.3
2	1989	8	12.97	7.57	18.47	69.58	89.9
2	1989	9	12.37	6.97	17.87	73.78	78
2	1989	10	7.57	1.47	13.67	4.88	62
2	1989	11	1.47	-5.13	8.07	0	45
2	1989	12	-3.93	-11.23	3.37	0	34.1
2	1990	1	-1.63	-10.13	6.87	0	40.3
2	1990	2	-1.53	-7.63	4.57	0	39.2
2	1990	3	0.47	-5.83	6.77	0	58.9
2	1990	4	4.07	-2.23	10.37	0	75
2	1990	5	8.47	1.87	15.07	26.98	96.1
2	1990	6	12.07	6.27	17.97	113.38	96
2	1990	7	13.47	8.17	18.77	110.38	96.1
2	1990	8	12.97	7.27	18.67	48.88	93
2	1990	9	10.97	5.87	16.07	103.08	72
2	1990	10	6.67	0.87	12.47	22.48	62
2	1990	11	2.57	-5.83	10.97	0	48
2	1990	12	-1.03	-9.13	7.07	0	37.2
2	1991	1	-5.43	-12.33	1.37	0	31
2	1991	2	-0.33	-7.63	6.97	0	47.6
2	1991	3	2.67	-3.93	9.27	0	68.2
2	1991	4	5.47	-0.63	11.57	9.48	81
2	1991	5	8.87	1.87	15.87	10.48	102.3
2	1991	6	11.97	6.47	17.57	101.18	93
2	1991	7	13.87	8.47	19.37	120.68	96.1
2	1991	8	12.47	7.57	17.47	119.18	83.7
2	1991	9	10.77	4.97	16.67	63.08	75
2	1991	10	7.47	0.87	14.07	0	65.1
2	1991	11	0.97	-6.23	8.17	0	42
2	1991	12	-2.93	-9.93	4.07	0	34.1
2	1992	1	-4.73	-12.33	2.87	0	34.1
2	1992	2	-4.13	-10.63	2.37	0	37.7
2	1992	3	2.57	-4.43	9.57	0	68.2
2	1992	4	5.57	-1.73	12.87	0	84
2	1992	5	7.97	1.57	14.37	14.68	96.1
2	1992	6	11.97	6.27	17.77	46.18	99
2	1992	7	12.97	7.07	18.87	50.28	99.2
2	1992	8	13.07	6.97	19.17	63.48	96.1
2	1992	9	11.87	5.27	18.47	12.18	87
2	1992	10	6.57	-0.13	13.27	7.08	65.1
2	1992	11	0.17	-7.83	8.17	0	42
2	1992	12	-3.93	-11.93	4.07	0	34.1
2	1993	1	-3.73	-10.93	3.47	0	34.1
2	1993	2	-1.23	-8.93	6.47	0	42
2	1993	3	1.27	-5.43	7.97	0	65.1
2	1993	4	5.07	-1.63	11.77	3.18	81
2	1993	5	8.57	1.77	15.37	20.18	99.2
2	1993	6	11.47	5.77	17.27	61.48	96
2	1993	7	13.57	8.07	19.17	90.18	96.1
2	1993	8	13.07	8.37	17.77	134.38	86.8
2	1993	9	10.47	5.27	15.77	82.98	72
2	1993	10	7.37	1.07	13.67	0	62
2	1993	11	1.87	-5.93	9.67	0	45
2	1993	12	-1.13	-9.43	7.17	0	37.2
2	1994	1	-1.43	-8.83	5.97	0	40.3
2	1994	2	-2.13	-8.73	4.47	0	42
2	1994	3	1.47	-5.03	7.97	0	62
2	1994	4	5.17	-0.93	11.27	15.78	81
2	1994	5	9.17	3.17	15.27	34.68	99.2
2	1994	6	12.17	6.17	18.27	66.38	99
2	1994	7	13.87	6.97	20.87	30.98	108.5
2	1994	8	13.77	7.47	20.17	31.78	102.3
2	1994	9	12.87	6.67	19.07	29.88	87
2	1994	10	6.77	-0.33	13.87	0	68.2
2	1994	11	0.57	-6.33	7.47	0	39
2	1994	12	-2.73	-10.93	5.47	0	37.2
2	1995	1	-4.43	-11.63	2.77	0	34.1
2	1995	2	-2.63	-9.43	4.17	0	39.2
2	1995	3	2.67	-3.73	9.07	0	71.3
2	1995	4	5.07	-1.43	11.57	0	84
2	1995	5	10.97	3.77	18.27	29.38	108.5
2	1995	6	13.57	7.47	19.67	83.28	105
2	1995	7	13.17	7.77	18.57	92.78	96.1
2	1995	8	12.87	7.37	18.37	64.88	89.9
2	1995	9	11.47	6.27	16.77	65.58	75
2	1995	10	7.67	0.97	14.37	0	65.1
2	1995	11	2.47	-4.23	9.17	0	39
2	1995	12	-1.23	-7.63	5.17	0	37.2
2	1996	1	-3.73	-10.43	2.97	0	37.2
2	1996	2	-1.33	-8.13	5.47	0	46.4
2	1996	3	2.77	-3.73	9.27	0	68.2
2	1996	4	5.77	-1.13	12.67	0	84
2	1996	5	8.87	2.87	14.87	44.98	96.1
2	1996	6	11.57	5.77	17.47	60.68	99
2	1996	7	13.17	8.17	18.27	98.78	93
2	1996	8	13.07	7.17	19.07	51.88	96.1
2	1996	9	10.57	5.47	15.67	62.08	75
2	1996	10	6.97	1.07	12.87	33.08	62
2	1996	11	1.77	-5.03	8.57	0	42
2	1996	12	-1.53	-10.43	7.37	0	40.3
2	1997	1	-4.53	-12.13	3.07	0	34.1
2	1997	2	-3.43	-9.83	2.97	0	39.2
2	1997	3	1.77	-4.23	7.77	0	62
2	1997	4	3.27	-2.83	9.37	2.78	75
2	1997	5	8.07	1.77	14.37	11.68	96.1
2	1997	6	10.97	5.77	16.17	89.58	90
2	1997	7	13.07	7.07	19.17	57.38	99.2
2	1997	8	12.87	6.87	18.87	27.98	93
2	1997	9	10.07	4.67	15.47	73.18	72
2	1997	10	4.77	-1.03	10.57	0	58.9
2	1997	11	0.67	-5.93	7.27	0	39
2	1997	12	-3.83	-10.73	3.07	0	31
2	1998	1	-3.73	-11.33	3.87	0	37.2
2	1998	2	-1.73	-8.83	5.37	0	39.2
2	1998	3	0.87	-4.93	6.67	0	62
2	1998	4	5.27	-1.73	12.27	0.98	81
2	1998	5	10.27	2.77	17.77	7.68	108.5
2	1998	6	13.27	7.07	19.47	122.88	102
2	1998	7	13.57	8.77	18.47	113.38	93
2	1998	8	12.87	8.27	17.47	123.38	83.7
2	1998	9	11.47	5.07	17.97	22.88	84
2	1998	10	8.37	2.47	14.37	15.68	62
2	1998	11	2.97	-4.53	10.47	0	42
2	1998	12	-1.73	-9.43	5.97	0	34.1
2	1999	1	-2.93	-11.23	5.37	0	37.2
2	1999	2	1.37	-6.83	9.57	0	53.2
2	1999	3	3.97	-3.43	11.37	0	71.3
2	1999	4	7.57	0.17	14.97	0	87
2	1999	5	9.47	3.17	15.87	48.08	99.2
2	1999	6	13.27	7.77	18.87	86.18	99
2	1999	7	13.07	7.47	18.67	53.58	96.1
2	1999	8	12.57	7.67	17.47	115.18	83.7
2	1999	9	11.37	5.37	17.37	49.48	81
2	1999	10	7.27	1.57	12.97	23.48	58.9
2	1999	11	2.57	-4.63	9.77	0	42
2	1999	12	-2.43	-9.93	5.07	0	34.1
2	2000	1	-3.63	-10.73	3.47	0	34.1
2	2000	2	-2.73	-9.13	3.67	0	40.6
2	2000	3	0.57	-5.83	6.97	0	62
2	2000	4	4.77	-1.63	11.17	28.08	75
2	2000	5	8.77	2.47	15.17	51.88	93
2	2000	6	12.77	7.17	18.37	74.78	99
2	2000	7	13.67	8.27	19.07	87.48	96.1
2	2000	8	12.47	7.77	17.27	125.08	83.7
2	2000	9	10.37	5.07	15.67	61.08	72
2	2000	10	6.97	0.27	13.67	0	62
2	2000	11	2.27	-5.13	9.67	0	45
2	2000	12	-1.93	-10.83	6.97	0	40.3
2	2001	1	-2.63	-10.73	5.47	0	40.3
2	2001	2	0.17	-7.43	7.77	0	47.6
2	2001	3	1.17	-5.33	7.67	0	62
2	2001	4	4.57	-1.63	10.77	7.68	75
2	2001	5	7.67	1.47	13.87	64.68	89.9
2	2001	6	11.37	6.17	16.67	86.08	90
2	2001	7	14.07	8.07	20.07	77.18	102.3
2	2001	8	12.97	8.07	17.87	96.28	89.9
2	2001	9	11.87	6.57	17.17	53.78	78
2	2001	10	7.07	0.97	13.17	7.38	62
2	2001	11	2.27	-5.83	10.37	0	45
2	2001	12	-0.93	-8.63	6.77	0	40.3
2	2002	1	-3.93	-11.23	3.37	0	34.1
2	2002	2	-0.03	-8.03	7.97	0	50.4
2	2002	3	1.87	-5.03	8.77	0	65.1
2	2002	4	5.87	-0.83	12.57	3.88	87
2	2002	5	8.07	1.57	14.57	23.98	93
2	2002	6	12.47	6.77	18.27	63.98	102
2	2002	7	13.97	9.47	18.57	119.78	93
2	2002	8	12.77	6.97	18.57	50.18	93
2	2002	9	11.27	5.47	17.17	44.18	81
2	2002	10	5.77	-0.23	11.77	0	58.9
2	2002	11	1.97	-5.23	9.17	0	42
2	2002	12	-0.63	-8.23	6.97	0	37.2
2	2003	1	-2.63	-11.23	5.97	0	43.4
2	2003	2	-1.13	-7.73	5.47	0	44.8
2	2003	3	1.97	-5.13	9.07	0	68.2
2	2003	4	6.27	-0.63	13.17	2.18	87
2	2003	5	7.67	2.07	13.27	13.88	89.9
2	2003	6	11.57	6.37	16.77	108.78	93
2	2003	7	13.07	7.87	18.37	105.28	93
2	2003	8	14.17	9.27	19.17	77.38	89.9
2	2003	9	11.67	6.37	16.97	86.78	75
2	2003	10	8.37	1.67	15.07	0	68.2
2	2003	11	2.87	-5.03	10.77	0	48
2	2003	12	-0.53	-7.83	6.77	0	37.2
2	2004	1	-2.93	-10.03	4.17	0	37.2
2	2004	2	-1.63	-9.13	5.87	0	46.4
2	2004	3	4.17	-3.73	12.07	0	77.5
2	2004	4	5.47	-1.13	12.07	27.58	81
2	2004	5	9.47	3.17	15.87	31.98	99.2
2	2004	6	11.57	6.37	16.77	95.68	93
2	2004	7	12.57	7.77	17.37	134.28	86.8
2	2004	8	13.57	8.37	18.87	55.18	89.9
2	2004	9	11.67	5.47	17.97	28.58	84
2	2004	10	6.17	0.27	12.07	32.68	62
2	2004	11	0.57	-6.13	7.27	0	39
2	2004	12	-0.73	-8.83	7.37	0	40.3
2	2005	1	-1.93	-8.83	4.97	0	37.2
2	2005	2	-0.53	-6.63	5.57	0	42
2	2005	3	2.87	-3.63	9.37	0	65.1
2	2005	4	5.37	-0.73	11.47	10.58	81
2	2005	5	7.87	2.17	13.57	28.48	93
2	2005	6	12.37	6.67	18.17	57.58	99
2	2005	7	14.17	8.67	19.77	73.38	102.3
2	2005	8	13.87	9.17	18.67	82.38	89.9
2	2005	9	12.27	6.27	18.37	21.78	84
2	2005	10	7.17	1.37	12.97	26.48	62
2	2005	11	1.97	-5.63	9.57	0	45
2	2005	12	-0.83	-9.53	7.87	0	40.3
2	2006	1	0.07	-8.73	8.87	0	46.5
2	2006	2	1.37	-6.33	9.07	0	50.4
2	2006	3	2.27	-4.23	8.77	0	65.1
2	2006	4	4.77	-1.43	10.97	10.68	78
