year_idx,plot_id,plot_name,region_group,lai_total,cc_total,biomass_ag_t_ha,adult_density_ha,sapling_density_ha,sw_top_mean,sw_sub_mean,al_floor_mean,di_annual_mean,GDD_deciduous,GDD_evergreen,T_winter,trees_died,saplings_died,mortality_rate_pct,tree_age_max,tree_age_mean,sapling_age_max,sapling_age_mean,herb_biomass_kg,herb_lai_mean,saplings_established,trees_recruited,trees_stressed,saplings_stressed,f_env_tree_mean,f_env_sapling_mean
176,1,"SW2","LL",24.055,1.000,6332.281,622.222,0.000,0.000,141.742,0.000,0.270,1091.407,1123.236,-3.487,2,0,3.448,176,175.107,0,0.000,86.140,0.559,0,0,56,0,0.000,0.000
176,2,"SW3","LL",7.071,1.000,2015.434,833.333,66.667,0.000,106.580,0.035,0.449,1133.363,1169.581,-3.190,9,3,10.714,176,113.000,22,5.167,45.272,0.294,2,0,45,4,0.094,0.107
177,0,"SW1","LL",36.719,1.000,8764.344,966.667,0.000,11.197,305.390,0.000,0.050,1120.362,1146.306,-3.560,0,0,0.000,177,175.713,0,0.000,88.983,0.577,0,0,28,0,0.155,0.000
177,1,"SW2","LL",20.717,1.000,5425.098,511.111,0.000,0.000,185.681,0.000,0.141,1169.031,1195.578,-2.887,10,0,17.857,177,176.283,0,0.000,86.140,0.559,0,0,46,0,0.000,0.000
177,2,"SW3","LL",7.284,1.000,2030.392,833.333,177.778,0.000,124.759,0.055,0.344,1200.685,1242.915,-3.057,0,1,0.000,177,114.000,23,2.750,45.031,0.292,11,0,19,4,0.167,0.193
178,0,"SW1","LL",36.554,1.000,8715.882,955.556,0.000,35.975,317.618,0.000,0.000,1014.230,1036.611,-3.760,1,0,1.149,178,176.721,0,0.000,88.983,0.577,0,0,34,0,0.133,0.000
178,1,"SW2","LL",21.002,1.000,5483.703,511.111,0.000,0.000,265.545,0.000,0.089,1101.339,1151.874,-2.720,0,0,0.000,178,177.283,0,0.000,86.140,0.559,0,0,0,0,0.337,0.000
178,2,"SW3","LL",7.278,1.000,2049.018,833.333,311.111,0.000,129.852,0.053,0.331,1133.363,1169.581,-3.190,0,2,0.000,178,115.000,24,2.357,45.031,0.292,14,0,11,7,0.199,0.208
179,0,"SW1","LL",37.097,1.000,8778.654,955.556,0.000,63.050,320.000,0.000,0.000,1118.952,1161.313,-2.493,0,0,0.000,179,177.721,0,0.000,88.983,0.577,0,0,24,0,0.161,0.000
179,1,"SW2","LL",21.265,1.000,5537.555,511.111,0.000,0.000,246.942,0.000,0.147,1091.407,1123.236,-3.487,0,0,0.000,179,178.283,0,0.000,86.140,0.559,0,0,0,0,0.321,0.000
179,2,"SW3","LL",7.420,1.000,2076.449,833.333,633.333,0.000,153.778,0.051,0.131,1122.819,1148.639,-2.757,0,2,0.000,179,116.000,25,2.070,45.076,0.292,31,0,5,8,0.275,0.319
180,0,"SW1","LL",36.480,1.000,8709.857,933.333,0.000,123.899,320.000,0.000,0.000,1010.264,1025.769,-3.593,2,0,2.326,180,178.726,0,0.000,88.983,0.577,0,0,38,0,0.130,0.000
180,1,"SW2","LL",21.455,1.000,5576.630,511.111,0.000,0.000,202.243,0.000,0.130,1064.768,1087.091,-3.120,0,0,0.000,180,179.283,0,0.000,86.140,0.559,0,0,0,0,0.242,0.000
180,2,"SW3","LL",8.108,1.000,2081.081,822.222,833.333,0.000,191.497,0.049,0.193,1238.749,1273.723,-2.490,1,4,1.333,180,116.959,26,2.413,45.059,0.292,22,0,4,22,0.287,0.206
181,0,"SW1","LL",36.712,1.000,8756.118,933.333,0.000,154.833,320.000,0.000,0.000,1030.119,1060.466,-3.827,0,0,0.000,181,179.726,0,0.000,88.983,0.577,0,0,34,0,0.141,0.000
181,1,"SW2","LL",21.090,1.000,5471.145,500.000,0.000,0.000,202.022,0.000,0.137,1131.066,1194.524,-2.687,1,0,2.174,181,180.267,0,0.000,86.140,0.559,0,0,0,0,0.224,0.000
181,2,"SW3","LL",7.438,1.000,2108.031,822.222,866.667,0.000,181.829,0.047,0.214,1153.100,1180.918,-4.190,0,6,0.000,181,117.959,27,3.077,45.059,0.292,9,0,7,27,0.272,0.170
182,0,"SW1","LL",36.373,1.000,8661.438,911.111,0.000,148.179,320.000,0.000,0.000,976.546,1005.862,-3.393,2,0,2.381,182,180.732,0,0.000,88.983,0.577,0,0,37,0,0.129,0.000
182,1,"SW2","LL",21.262,1.000,5506.550,500.000,11.111,0.000,199.283,0.002,0.189,1132.938,1169.555,-2.854,0,0,0.000,182,181.267,1,1.000,86.076,0.559,1,0,0,0,0.260,0.408
182,2,"SW3","LL",7.564,1.000,2130.814,822.222,833.333,0.000,149.476,0.046,0.240,1129.514,1167.460,-2.824,0,18,0.000,182,118.959,28,3.520,44.931,0.292,15,0,9,33,0.240,0.155
183,0,"SW1","LL",36.572,1.000,8701.076,911.111,0.000,165.671,320.000,0.000,0.000,1009.596,1024.410,-3.427,0,0,0.000,183,181.732,0,0.000,88.983,0.577,0,0,32,0,0.135,0.000
183,1,"SW2","LL",21.319,1.000,5516.609,500.000,22.222,0.000,163.723,0.002,0.167,1181.562,1210.445,-3.020,0,0,0.000,183,182.267,2,1.500,86.050,0.558,1,0,38,1,0.078,0.082
183,2,"SW3","LL",7.805,1.000,2157.553,822.222,888.889,0.000,150.253,0.044,0.262,1202.047,1248.196,-2.457,0,11,0.000,183,119.959,29,3.875,44.763,0.290,16,0,9,31,0.244,0.168
184,0,"SW1","LL",36.782,1.000,8742.974,911.111,0.000,161.573,320.000,0.000,0.000,1074.552,1100.083,-4.260,0,0,0.000,184,182.732,0,0.000,88.983,0.577,0,0,25,0,0.151,0.000
184,1,"SW2","LL",21.428,1.000,5541.943,500.000,22.222,0.000,169.027,0.002,0.215,1091.407,1123.236,-3.487,0,0,0.000,184,183.267,3,2.500,86.016,0.558,0,0,1,0,0.198,0.153
184,2,"SW3","LL",7.680,1.000,2178.885,811.111,777.778,0.000,137.958,0.042,0.266,1132.313,1160.851,-2.724,1,22,1.351,184,121.849,30,4.157,44.687,0.290,12,0,16,25,0.205,0.152
185,0,"SW1","LL",37.004,1.000,8787.424,911.111,0.000,128.096,320.000,0.000,0.000,1133.869,1157.219,-3.293,0,0,0.000,185,183.732,0,0.000,88.983,0.577,0,0,20,0,0.160,0.000
185,1,"SW2","LL",21.318,1.000,5295.829,477.778,22.222,0.000,154.129,0.002,0.261,1174.676,1224.808,-2.554,2,0,4.444,185,184.233,4,3.500,85.994,0.558,0,0,43,2,0.000,0.000
185,2,"SW3","LL",8.231,1.000,2205.720,800.000,744.444,0.000,156.169,0.041,0.290,1237.726,1277.889,-2.890,1,12,1.370,185,123.681,31,4.716,44.644,0.290,9,0,12,22,0.201,0.144
186,0,"SW1","LL",36.931,1.000,8756.849,900.000,0.000,138.223,320.000,0.000,0.000,1009.596,1024.410,-3.427,1,0,1.220,186,184.716,0,0.000,88.983,0.577,0,0,39,0,0.132,0.000
186,1,"SW2","LL",20.331,1.000,5315.838,477.778,22.222,0.000,159.144,0.002,0.190,1158.172,1198.606,-2.887,0,0,0.000,186,185.233,5,4.500,85.981,0.558,0,0,2,1,0.166,0.130
186,2,"SW3","LL",7.691,1.000,2231.630,800.000,788.889,0.000,172.262,0.042,0.174,1159.037,1194.513,-3.090,0,11,0.000,186,124.681,10,4.521,44.622,0.290,15,0,13,12,0.247,0.227
187,0,"SW1","LL",37.134,1.000,8797.338,900.000,0.000,154.677,320.000,0.000,0.000,1105.569,1135.442,-3.660,0,0,0.000,187,185.716,0,0.000,88.983,0.577,0,0,25,0,0.156,0.000
187,1,"SW2","LL",20.337,1.000,5315.903,477.778,11.111,0.000,182.177,0.002,0.187,1166.770,1216.700,-2.220,0,1,0.000,187,186.233,5,5.000,85.972,0.558,0,0,43,1,0.000,0.000
187,2,"SW3","LL",7.306,1.000,2158.648,788.889,822.222,0.000,156.687,0.041,0.292,1237.726,1277.889,-2.890,1,7,1.389,187,125.099,11,5.081,44.581,0.289,10,0,14,29,0.198,0.134
188,0,"SW1","LL",37.026,1.000,8761.067,888.889,0.000,146.902,320.000,0.000,0.000,1105.569,1135.442,-3.660,1,0,1.235,188,186.700,0,0.000,88.983,0.577,0,0,24,0,0.155,0.000
188,1,"SW2","LL",20.526,1.000,5356.851,477.778,44.444,0.000,214.958,0.002,0.119,1158.172,1198.606,-2.887,0,0,0.000,188,187.233,6,2.250,85.962,0.558,3,0,0,0,0.328,0.456
188,2,"SW3","LL",7.240,1.000,2191.846,788.889,1544.444,0.000,202.914,0.071,0.085,1223.328,1265.512,-2.990,0,5,0.000,188,126.099,12,3.597,44.726,0.290,70,0,11,12,0.325,0.372
189,0,"SW1","LL",36.331,1.000,8582.786,855.556,0.000,123.874,320.000,0.000,0.000,1133.869,1157.219,-3.293,3,0,3.750,189,187.766,0,0.000,88.983,0.577,0,0,21,0,0.164,0.000
189,1,"SW2","LL",20.661,1.000,5384.504,477.778,44.444,0.000,170.968,0.002,0.168,1158.172,1198.606,-2.887,0,0,0.000,189,188.233,7,3.250,85.953,0.558,0,0,2,1,0.232,0.155
189,2,"SW3","LL",7.177,1.000,2160.135,777.778,1988.889,0.000,178.966,0.069,0.163,1132.313,1160.851,-2.724,1,9,1.408,189,126.571,13,3.642,44.721,0.290,49,0,11,42,0.264,0.254
190,0,"SW1","LL",36.505,1.000,8617.628,855.556,0.000,99.167,320.000,0.000,0.000,1084.873,1133.915,-3.093,0,0,0.000,190,188.766,0,0.000,88.983,0.577,0,0,23,0,0.162,0.000
190,1,"SW2","LL",19.884,1.000,5172.689,455.556,44.444,0.000,149.695,0.002,0.265,1132.938,1169.555,-2.854,2,0,4.651,190,189.268,8,4.250,85.941,0.558,0,0,41,4,0.000,0.000
190,2,"SW3","LL",7.240,1.000,2131.705,755.556,2433.333,0.000,180.284,0.068,0.143,1171.266,1231.685,-2.324,2,10,2.857,190,128.015,14,3.721,44.829,0.291,50,0,9,52,0.293,0.258
191,0,"SW1","LL",36.165,1.000,8532.550,844.444,0.000,127.955,320.000,0.000,0.000,976.546,1005.862,-3.393,1,0,1.299,191,189.776,0,0.000,88.983,0.577,0,0,32,0,0.132,0.000
191,1,"SW2","LL",19.607,1.000,5097.806,444.444,33.333,0.000,167.661,0.002,0.250,1131.735,1187.409,-2.820,1,1,2.439,191,190.275,9,5.667,85.932,0.558,0,0,40,3,0.000,0.000
191,2,"SW3","LL",7.768,1.000,2157.278,744.444,2466.667,0.000,180.529,0.067,0.166,1217.534,1285.677,-2.624,1,36,1.471,191,129.015,15,3.946,45.108,0.293,39,0,8,44,0.282,0.244
192,0,"SW1","LL",35.435,1.000,8352.326,822.222,0.000,148.909,320.000,0.000,0.000,1014.230,1036.611,-3.760,2,0,2.632,192,190.784,0,0.000,88.983,0.577,0,0,25,0,0.145,0.000
192,1,"SW2","LL",19.713,1.000,5119.477,444.444,22.222,0.000,180.241,0.002,0.142,1090.494,1118.968,-3.487,0,1,0.000,192,191.275,10,7.500,85.928,0.558,0,0,0,0,0.208,0.176
192,2,"SW3","LL",7.755,1.000,2195.996,744.444,2922.222,0.000,196.377,0.068,0.152,1236.843,1298.927,-1.824,0,22,0.000,192,130.015,16,4.049,45.439,0.295,63,0,12,39,0.264,0.288
193,0,"SW1","LL",35.603,1.000,8385.852,822.222,0.000,148.383,320.000,0.000,0.000,1083.996,1140.797,-2.960,0,0,0.000,193,191.784,0,0.000,88.983,0.577,0,0,19,0,0.173,0.000
193,1,"SW2","LL",19.821,1.000,5141.696,444.444,33.333,0.000,197.589,0.002,0.072,1122.386,1163.716,-2.354,0,0,0.000,193,192.275,11,6.000,85.929,0.558,1,0,0,0,0.217,0.226
193,2,"SW3","LL",7.221,1.000,2167.859,733.333,3011.111,0.000,213.890,0.067,0.098,1142.167,1184.916,-3.157,1,24,1.493,193,130.485,17,4.557,45.247,0.294,32,0,13,43,0.281,0.278
194,0,"SW1","LL",35.528,1.000,8356.259,811.111,0.000,153.023,320.000,0.000,0.000,1122.045,1143.420,-3.160,1,0,1.351,194,192.822,0,0.000,88.983,0.577,0,0,18,0,0.173,0.000
194,1,"SW2","LL",19.964,1.000,5171.091,444.444,33.333,0.000,244.389,0.002,0.114,1060.229,1086.948,-3.487,0,0,0.000,194,193.275,12,7.000,85.925,0.558,0,0,0,0,0.298,0.211
194,2,"SW3","LL",7.482,1.000,2199.143,733.333,3200.000,0.000,197.438,0.066,0.152,1201.252,1267.400,-2.424,0,19,0.000,194,131.485,17,4.983,45.125,0.293,36,0,10,45,0.289,0.269
195,0,"SW1","LL",35.696,1.000,8389.597,811.111,0.000,152.026,320.000,0.000,0.000,1110.840,1146.142,-3.160,0,0,0.000,195,193.822,0,0.000,88.983,0.577,0,0,17,0,0.173,0.000
195,1,"SW2","LL",20.130,1.000,5205.235,444.444,55.556,0.000,239.708,0.002,0.139,1131.735,1187.409,-2.820,0,0,0.000,195,194.275,13,5.200,85.920,0.558,2,0,0,0,0.344,0.346
195,2,"SW3","LL",7.373,1.000,2228.629,744.444,3155.556,0.000,189.161,0.065,0.106,1186.869,1232.809,-3.324,0,27,0.000,195,130.776,18,5.588,45.291,0.294,24,1,13,34,0.295,0.276
196,0,"SW1","LL",35.851,1.000,8420.601,811.111,0.000,86.550,320.000,0.000,0.000,1082.799,1104.062,-4.093,0,0,0.000,196,194.822,0,0.000,88.983,0.577,0,0,18,0,0.163,0.000
196,1,"SW2","LL",20.299,1.000,5239.827,444.444,55.556,0.000,249.350,0.002,0.089,1101.339,1151.874,-2.720,0,0,0.000,196,195.275,14,6.200,85.917,0.558,0,0,0,2,0.346,0.158
196,2,"SW3","LL",7.381,1.000,2189.998,722.222,3088.889,0.000,170.992,0.064,0.191,1142.167,1184.916,-3.157,2,16,2.985,196,131.138,19,6.424,45.104,0.293,10,0,11,70,0.241,0.202
197,0,"SW1","LL",35.985,1.000,8447.213,811.111,0.000,61.088,320.000,0.000,0.000,1010.264,1025.769,-3.593,0,0,0.000,197,195.822,0,0.000,88.983,0.577,0,0,27,0,0.143,0.000
197,1,"SW2","LL",20.460,1.000,5272.867,444.444,55.556,0.000,257.198,0.002,0.055,1152.991,1187.700,-3.387,0,1,0.000,197,196.275,15,6.800,85.915,0.557,1,0,0,1,0.359,0.266
197,2,"SW3","LL",7.641,1.000,2183.908,711.111,2944.444,0.000,183.873,0.063,0.231,1237.726,1277.889,-2.890,2,22,3.030,197,129.688,20,7.219,45.301,0.294,10,1,11,107,0.241,0.160
198,0,"SW1","LL",36.138,1.000,8477.816,811.111,0.000,91.960,320.000,0.000,0.000,1079.024,1134.870,-3.793,0,0,0.000,198,196.822,0,0.000,88.983,0.577,0,0,18,0,0.167,0.000
198,1,"SW2","LL",20.107,1.000,5167.293,433.333,44.444,0.000,218.767,0.002,0.106,1090.494,1118.968,-3.487,1,1,2.500,198,197.282,16,8.750,85.912,0.557,0,0,0,0,0.276,0.193
198,2,"SW3","LL",7.397,1.000,2203.882,711.111,2655.556,0.000,186.087,0.063,0.171,1200.685,1242.915,-3.057,1,40,1.538,198,129.672,21,7.649,45.204,0.293,15,1,14,16,0.267,0.241
199,0,"SW1","LL",36.281,1.000,8506.301,811.111,0.000,38.312,320.000,0.000,0.000,1084.222,1113.685,-3.527,0,0,0.000,199,197.822,0,0.000,88.983,0.577,0,0,18,0,0.161,0.000
199,1,"SW2","LL",20.153,1.000,5176.837,433.333,44.444,0.000,166.673,0.002,0.232,1066.317,1094.530,-3.587,0,0,0.000,199,198.282,17,9.750,85.908,0.557,0,0,8,3,0.125,0.085
199,2,"SW3","LL",8.112,1.000,2237.248,744.444,2611.111,0.000,152.579,0.064,0.227,1251.469,1289.713,-2.624,0,14,0.000,199,125.463,22,8.230,45.474,0.295,13,3,13,84,0.263,0.169
200,0,"SW1","LL",36.419,1.000,8533.746,811.111,0.000,17.134,314.480,0.000,0.000,1099.881,1146.366,-3.193,0,0,0.000,200,198.822,0,0.000,88.983,0.577,0,0,18,0,0.167,0.000
200,1,"SW2","LL",20.229,1.000,5184.183,433.333,44.444,0.000,185.839,0.002,0.179,1166.770,1216.700,-2.220,0,1,0.000,200,199.282,18,7.750,85.906,0.557,1,0,19,2,0.096,0.090
200,2,"SW3","LL",7.212,1.000,2204.364,744.444,2555.556,0.000,168.765,0.065,0.247,1238.749,1273.723,-2.490,2,23,2.899,200,123.582,23,8.722,45.635,0.296,20,2,19,79,0.225,0.169
201,0,"SW1","LL",36.539,1.000,8557.775,811.111,0.000,6.803,304.755,0.000,0.052,1030.119,1060.466,-3.827,0,0,0.000,201,199.822,0,0.000,88.983,0.577,0,0,28,0,0.147,0.000
201,1,"SW2","LL",20.281,1.000,5206.444,433.333,55.556,0.000,244.597,0.002,0.027,1056.260,1075.662,-3.320,0,0,0.000,201,200.282,19,7.200,85.907,0.557,1,0,0,1,0.310,0.236
201,2,"SW3","LL",7.358,1.000,2231.794,755.556,2666.667,0.000,186.226,0.065,0.170,1200.685,1242.915,-3.057,0,20,0.000,201,122.926,24,8.838,45.347,0.294,31,1,8,26,0.290,0.250
202,0,"SW1","LL",36.659,1.000,8581.532,811.111,0.000,1.740,276.540,0.000,0.078,1038.175,1056.183,-4.860,0,0,0.000,202,200.822,0,0.000,88.983,0.577,0,0,29,0,0.145,0.000
202,1,"SW2","LL",20.405,1.000,5231.831,433.333,77.778,0.000,232.328,0.002,0.109,1158.172,1198.606,-2.887,0,0,0.000,202,201.282,20,6.143,85.904,0.557,2,0,0,1,0.352,0.301
202,2,"SW3","LL",7.408,1.000,2241.338,755.556,2633.333,0.000,145.267,0.062,0.243,1159.037,1194.513,-3.090,1,15,1.449,202,122.029,25,9.570,45.407,0.295,13,1,16,103,0.219,0.138
203,0,"SW1","LL",36.763,1.000,8602.394,811.111,0.000,0.000,237.378,0.000,0.054,1014.230,1036.611,-3.760,0,0,0.000,203,201.822,0,0.000,88.983,0.577,0,0,35,0,0.128,0.000
203,1,"SW2","LL",20.466,1.000,5244.283,433.333,66.667,0.000,210.719,0.002,0.113,1169.031,1195.578,-2.887,0,1,0.000,203,202.282,21,7.667,85.906,0.557,0,0,0,2,0.193,0.102
203,2,"SW3","LL",7.363,1.000,2104.608,777.778,2255.556,0.000,176.215,0.060,0.214,1087.609,1129.120,-2.724,4,50,5.405,203,112.514,26,9.626,45.306,0.294,22,6,12,58,0.292,0.165
204,0,"SW1","LL",36.894,1.000,8628.402,811.111,0.000,0.560,272.704,0.000,0.065,1083.996,1140.797,-2.960,0,0,0.000,204,202.822,0,0.000,88.983,0.577,0,0,20,0,0.159,0.000
204,1,"SW2","LL",20.543,1.000,5259.913,433.333,77.778,0.000,221.560,0.002,0.125,1066.317,1094.530,-3.587,0,0,0.000,204,203.282,22,7.571,85.904,0.557,1,0,0,1,0.271,0.176
204,2,"SW3","LL",7.764,1.000,2080.305,811.111,2500.000,0.000,201.492,0.059,0.104,1227.542,1276.637,-2.490,1,19,1.351,204,107.274,27,9.151,44.926,0.292,45,4,4,21,0.399,0.289
205,0,"SW1","LL",37.010,1.000,8651.434,811.111,0.000,0.000,257.358,0.000,0.087,1038.175,1056.183,-4.860,0,0,0.000,205,203.822,0,0.000,88.983,0.577,0,0,29,0,0.141,0.000
205,1,"SW2","LL",20.597,1.000,5271.126,433.333,66.667,0.000,184.952,0.002,0.144,1064.768,1087.091,-3.120,0,1,0.000,205,204.282,23,9.333,85.903,0.557,0,0,0,2,0.202,0.101
205,2,"SW3","LL",7.442,1.000,2098.910,888.889,2377.778,0.000,148.074,0.056,0.264,1192.211,1229.354,-3.590,0,12,0.000,205,100.250,28,9.953,44.489,0.289,8,7,15,102,0.299,0.119
206,0,"SW1","LL",37.097,1.000,8668.861,811.111,0.000,0.000,193.215,0.000,0.125,1044.039,1068.018,-3.760,0,0,0.000,206,204.822,0,0.000,88.983,0.577,0,0,42,0,0.106,0.000
206,1,"SW2","LL",20.654,1.000,5282.628,433.333,66.667,0.000,191.779,0.002,0.187,1131.735,1187.409,-2.820,0,0,0.000,206,205.282,24,10.333,85.902,0.557,0,0,0,2,0.207,0.102
206,2,"SW3","LL",7.434,1.000,2056.995,877.778,2066.667,0.000,136.691,0.055,0.275,1159.037,1194.513,-3.090,3,34,3.659,206,99.570,28,10.360,44.328,0.288,8,2,13,99,0.231,0.110
207,0,"SW1","LL",35.162,1.000,8199.715,755.556,0.000,0.000,174.821,0.000,0.210,1085.780,1116.380,-3.127,5,0,6.849,207,205.868,0,0.000,88.983,0.577,0,0,39,0,0.093,0.000
207,1,"SW2","LL",20.712,1.000,5294.600,433.333,44.444,0.000,194.105,0.002,0.116,1131.065,1165.352,-3.487,0,2,0.000,207,206.282,25,12.250,85.902,0.557,0,0,0,0,0.216,0.122
207,2,"SW3","LL",8.373,1.000,2013.072,855.556,1544.444,0.000,161.008,0.053,0.273,1236.843,1298.927,-1.824,3,68,3.750,207,97.740,29,11.424,44.177,0.287,22,1,10,26,0.248,0.165
208,0,"SW1","LL",33.921,1.000,7904.061,722.222,0.000,0.000,197.828,0.000,0.101,1014.230,1036.611,-3.760,3,0,4.412,208,206.969,0,0.000,88.983,0.577,0,0,32,0,0.102,0.000
208,1,"SW2","LL",20.744,1.000,5301.216,433.333,44.444,0.000,164.084,0.002,0.235,1084.782,1106.555,-4.587,0,0,0.000,208,207.282,26,13.250,85.898,0.557,0,0,7,4,0.135,0.080
208,2,"SW3","LL",6.839,1.000,1975.439,866.667,2033.333,0.000,201.230,0.056,0.103,1223.328,1265.512,-2.990,2,5,2.500,208,93.795,30,9.273,43.982,0.285,52,3,11,17,0.358,0.296
209,0,"SW1","LL",33.680,1.000,7838.922,711.111,0.000,0.000,218.209,0.000,0.102,1021.154,1044.811,-3.860,1,0,1.538,209,207.953,0,0.000,88.983,0.577,0,0,19,0,0.143,0.000
209,1,"SW2","LL",20.773,1.000,5307.173,433.333,55.556,0.000,179.543,0.002,0.112,1122.386,1163.716,-2.354,0,0,0.000,209,208.282,27,11.600,85.900,0.557,1,0,8,3,0.123,0.099
209,2,"SW3","LL",6.958,1.000,2002.898,911.111,2722.222,0.000,188.389,0.086,0.174,1201.252,1267.400,-2.424,0,9,0.000,209,91.134,31,7.457,43.859,0.285,75,4,5,38,0.350,0.261
210,0,"SW1","LL",33.793,1.000,7861.459,711.111,0.000,0.000,229.491,0.000,0.063,1014.204,1040.381,-3.493,0,0,0.000,210,208.953,0,0.000,88.983,0.577,0,0,16,0,0.161,0.000
210,1,"SW2","LL",20.844,1.000,5321.571,433.333,55.556,0.000,236.855,0.002,0.026,1117.486,1155.608,-3.720,0,0,0.000,210,209.282,28,12.600,85.901,0.557,0,0,0,0,0.341,0.160
210,2,"SW3","LL",7.043,1.000,2027.519,933.333,2900.000,0.000,171.073,0.082,0.181,1199.607,1231.657,-3.424,0,12,0.000,210,90.440,32,7.728,43.903,0.285,30,2,7,82,0.314,0.208
211,0,"SW1","LL",33.917,1.000,7886.225,711.111,0.000,0.000,249.402,0.000,0.114,1044.565,1071.677,-3.760,0,0,0.000,211,209.953,0,0.000,88.983,0.577,0,0,11,0,0.177,0.000
211,1,"SW2","LL",20.891,1.000,5331.293,433.333,55.556,0.000,207.995,0.002,0.110,1149.487,1207.627,-3.020,0,0,0.000,211,210.282,29,13.600,85.901,0.557,0,0,0,1,0.259,0.125
211,2,"SW3","LL",6.974,1.000,1973.539,944.444,2777.778,0.000,128.970,0.079,0.332,1202.047,1248.196,-2.457,2,31,2.299,211,87.482,33,8.356,43.903,0.285,23,3,13,160,0.217,0.116
212,0,"SW1","LL",34.028,1.000,7908.191,711.111,0.000,0.000,245.307,0.000,0.048,1014.230,1036.611,-3.760,0,0,0.000,212,210.953,0,0.000,88.983,0.577,0,0,17,0,0.156,0.000
212,1,"SW2","LL",20.934,1.000,5340.100,433.333,55.556,0.000,212.723,0.002,0.095,1064.768,1087.091,-3.120,0,0,0.000,212,211.282,30,14.600,85.899,0.557,0,0,0,1,0.266,0.125
212,2,"SW3","LL",7.100,1.000,1996.271,966.667,2500.000,0.000,141.832,0.079,0.227,1186.869,1232.809,-3.324,0,50,0.000,212,86.931,34,8.378,44.117,0.286,27,2,8,72,0.279,0.203
213,0,"SW1","LL",34.161,1.000,7934.647,711.111,0.000,2.025,278.946,0.000,0.018,1122.045,1143.420,-3.160,0,0,0.000,213,211.953,0,0.000,88.983,0.577,0,0,9,0,0.187,0.000
213,1,"SW2","LL",20.960,1.000,5345.258,433.333,44.444,0.000,174.227,0.002,0.189,1066.317,1094.530,-3.587,0,1,0.000,213,212.282,31,18.250,85.897,0.557,0,0,4,4,0.157,0.085
213,2,"SW3","LL",7.039,1.000,2010.996,977.778,1977.778,0.000,129.365,0.077,0.338,1133.363,1169.581,-3.190,0,65,0.000,213,87.193,35,7.972,44.117,0.286,19,1,15,82,0.188,0.165
214,0,"SW1","LL",34.279,1.000,7958.109,711.111,0.000,36.226,314.527,0.000,0.024,1014.204,1040.381,-3.493,0,0,0.000,214,212.953,0,0.000,88.983,0.577,0,0,14,0,0.165,0.000
214,1,"SW2","LL",20.988,1.000,5351.067,433.333,44.444,0.000,160.957,0.001,0.175,1147.495,1199.635,-2.920,0,0,0.000,214,213.282,32,19.250,85.896,0.557,0,0,1,3,0.177,0.094
214,2,"SW3","LL",7.091,1.000,2004.090,977.778,1966.667,0.000,122.359,0.075,0.361,1133.363,1169.581,-3.190,1,14,1.124,214,87.193,28,8.198,44.117,0.286,14,1,16,82,0.170,0.144
215,0,"SW1","LL",34.884,1.000,7991.313,711.111,0.000,60.879,320.000,0.000,0.000,1118.952,1161.313,-2.493,0,0,0.000,215,213.953,0,0.000,88.983,0.577,0,0,8,0,0.195,0.000
215,1,"SW2","LL",21.014,1.000,5356.499,433.333,22.222,0.000,187.075,0.001,0.098,1122.386,1163.716,-2.354,0,3,0.000,215,214.282,19,10.000,85.896,0.557,1,0,4,1,0.165,0.174
215,2,"SW3","LL",7.125,1.000,2022.195,1011.111,1522.222,0.000,148.869,0.074,0.284,1128.508,1162.260,-3.090,1,54,1.087,215,86.121,28,6.161,44.117,0.286,18,4,10,19,0.246,0.248
216,0,"SW1","LL",34.067,1.000,7950.355,700.000,0.000,107.185,320.000,0.000,0.000,1014.230,1036.611,-3.760,1,0,1.562,216,214.952,0,0.000,88.983,0.577,0,0,12,0,0.161,0.000
216,1,"SW2","LL",21.066,1.000,5367.151,433.333,33.333,0.000,232.610,0.001,0.147,1131.735,1187.409,-2.820,0,0,0.000,216,215.282,20,7.667,85.894,0.557,1,0,0,1,0.322,0.236
216,2,"SW3","LL",7.214,1.000,2045.659,1011.111,1644.444,0.000,159.792,0.073,0.238,1200.685,1242.915,-3.057,0,12,0.000,216,87.121,29,6.459,44.194,0.287,23,0,10,16,0.243,0.287
217,0,"SW1","LL",33.794,1.000,7872.441,688.889,0.000,140.617,320.000,0.000,0.000,1054.777,1099.414,-2.993,1,0,1.587,217,215.935,0,0.000,88.983,0.577,0,0,5,0,0.186,0.000
217,1,"SW2","LL",21.119,1.000,5377.948,433.333,55.556,0.000,246.736,0.001,0.011,1122.386,1163.716,-2.354,0,0,0.000,217,216.282,21,5.600,85.895,0.557,2,0,0,1,0.324,0.275
217,2,"SW3","LL",7.160,1.000,2049.877,1022.222,1822.222,0.000,150.874,0.072,0.242,1161.045,1200.432,-3.090,1,6,1.075,217,86.554,29,6.335,43.840,0.284,24,2,10,27,0.258,0.275
218,0,"SW1","LL",33.935,1.000,7900.436,688.889,0.000,112.862,320.000,0.000,0.000,1082.799,1104.062,-4.093,0,0,0.000,218,216.935,0,0.000,88.983,0.577,0,0,5,0,0.190,0.000
218,1,"SW2","LL",21.164,1.000,5387.126,433.333,55.556,0.000,230.609,0.001,0.160,1066.317,1094.530,-3.587,0,1,0.000,218,217.282,22,6.000,85.892,0.557,1,0,0,1,0.274,0.214
