year_idx,plot_id,plot_name,region_group,lai_total,cc_total,biomass_ag_t_ha,adult_density_ha,sapling_density_ha,sw_top_mean,sw_sub_mean,al_floor_mean,di_annual_mean,GDD_deciduous,GDD_evergreen,T_winter,trees_died,saplings_died,mortality_rate_pct,tree_age_max,tree_age_mean,sapling_age_max,sapling_age_mean,herb_biomass_kg,herb_lai_mean,saplings_established,trees_recruited,trees_stressed,saplings_stressed,f_env_tree_mean,f_env_sapling_mean
334,0,"SW1","LL",22.469,1.000,5312.834,433.333,0.000,131.201,320.000,0.001,0.000,1120.362,1146.306,-3.560,0,0,0.000,334,333.026,0,0.000,88.983,0.577,0,0,0,0,0.312,0.000
334,1,"SW2","LL",10.222,1.000,2528.641,211.111,233.333,0.000,150.624,0.030,0.200,1158.172,1198.606,-2.887,0,8,0.000,334,321.895,16,4.190,84.121,0.546,5,0,1,9,0.123,0.111
334,2,"SW3","LL",7.386,1.000,2425.949,1144.444,1511.111,0.000,122.248,0.049,0.367,1217.293,1278.535,-2.524,0,23,0.000,300,126.010,36,12.779,39.247,0.255,12,1,52,107,0.133,0.072
335,0,"SW1","LL",21.902,1.000,5176.764,422.222,0.000,156.391,320.000,0.001,0.000,976.546,1005.862,-3.393,1,0,2.564,335,334.000,0,0.000,88.983,0.577,0,0,0,0,0.252,0.000
335,1,"SW2","LL",10.224,1.000,2528.706,211.111,288.889,0.000,170.349,0.030,0.103,1117.486,1155.608,-3.720,0,5,0.000,335,322.895,17,3.808,84.077,0.546,10,0,0,5,0.249,0.218
335,2,"SW3","LL",7.328,1.000,2420.390,1122.222,566.667,0.000,143.493,0.049,0.352,1237.726,1277.889,-2.890,2,103,1.942,301,127.554,19,6.667,39.201,0.254,18,0,52,15,0.122,0.165
336,0,"SW1","LL",21.902,1.000,5176.764,422.222,0.000,159.877,320.000,0.001,0.000,1075.067,1111.126,-2.627,0,0,0.000,336,335.000,0,0.000,88.983,0.577,0,0,0,0,0.302,0.000
336,1,"SW2","LL",10.226,1.000,2528.787,211.111,488.889,0.000,172.883,0.030,0.151,1126.438,1188.377,-3.520,0,0,0.000,336,323.895,18,3.250,83.990,0.545,18,0,0,10,0.307,0.246
336,2,"SW3","LL",7.342,1.000,2428.957,1144.444,755.556,0.000,175.679,0.049,0.186,1199.607,1231.657,-3.424,0,0,0.000,302,126.398,20,5.515,39.165,0.254,19,2,11,24,0.273,0.247
337,0,"SW1","LL",20.210,1.000,4768.204,388.889,22.222,162.918,320.000,0.001,0.000,1030.119,1060.466,-3.827,3,0,7.895,337,336.000,1,1.000,88.983,0.577,2,0,0,0,0.277,0.448
337,1,"SW2","LL",10.225,1.000,2528.843,211.111,600.000,0.000,203.032,0.030,0.125,1020.932,1055.034,-3.120,0,5,0.000,337,324.895,19,3.370,83.939,0.545,15,0,1,21,0.217,0.154
337,2,"SW3","LL",7.356,1.000,2436.011,1144.444,755.556,0.000,139.336,0.048,0.276,1195.926,1268.024,-3.124,0,10,0.000,303,127.398,21,6.088,39.114,0.254,10,0,18,29,0.203,0.152
338,0,"SW1","LL",20.210,1.000,4768.204,388.889,22.222,139.645,320.000,0.001,0.000,1083.996,1140.797,-2.960,0,0,0.000,338,337.000,2,2.000,88.983,0.577,0,0,0,2,0.320,0.052
338,1,"SW2","LL",10.227,1.000,2528.933,211.111,577.778,0.000,220.621,0.030,0.162,1084.782,1106.555,-4.587,0,5,0.000,338,325.895,20,4.250,83.786,0.544,3,0,0,16,0.342,0.169
338,2,"SW3","LL",7.377,1.000,2442.369,1144.444,800.000,0.000,173.703,0.047,0.246,1087.609,1129.120,-2.724,0,16,0.000,304,128.398,22,5.875,39.106,0.254,20,0,22,28,0.187,0.171
339,0,"SW1","LL",20.210,1.000,4768.204,388.889,22.222,108.704,320.000,0.001,0.000,1038.175,1056.183,-4.860,0,0,0.000,339,338.000,3,3.000,88.983,0.577,0,0,0,2,0.284,0.046
339,1,"SW2","LL",9.683,1.000,2388.653,200.000,611.111,0.000,188.667,0.030,0.170,1166.770,1216.700,-2.220,1,10,5.263,339,326.222,21,4.473,83.777,0.544,13,0,1,25,0.156,0.127
339,2,"SW3","LL",7.426,1.000,2452.430,1133.333,1044.444,0.000,235.419,0.046,0.014,1122.819,1148.639,-2.757,1,12,0.971,305,130.029,23,5.160,39.137,0.254,34,0,8,17,0.288,0.278
340,0,"SW1","LL",20.210,1.000,4768.204,388.889,0.000,58.806,320.000,0.001,0.000,1014.230,1036.611,-3.760,0,2,0.000,340,339.000,0,0.000,88.983,0.577,0,0,0,0,0.275,0.000
340,1,"SW2","LL",9.148,1.000,2248.613,188.889,700.000,0.000,237.310,0.033,0.082,1131.066,1194.524,-2.687,1,5,5.556,340,326.471,22,4.667,83.656,0.543,13,0,0,9,0.404,0.263
340,2,"SW3","LL",7.432,1.000,2462.283,1122.222,1100.000,0.000,214.268,0.045,0.105,1142.167,1184.916,-3.157,1,8,0.980,306,131.327,24,5.455,39.111,0.254,13,0,7,32,0.280,0.192
341,0,"SW1","LL",20.210,1.000,4768.204,388.889,11.111,99.459,320.000,0.001,0.000,1070.260,1103.485,-3.993,0,0,0.000,341,340.000,1,1.000,88.983,0.577,1,0,0,0,0.304,0.478
341,1,"SW2","LL",8.618,1.000,2108.497,188.889,877.778,0.000,215.311,0.061,0.152,1132.938,1169.555,-2.854,1,2,5.556,341,308.235,23,4.519,83.467,0.542,19,1,0,12,0.410,0.275
341,2,"SW3","LL",7.467,1.000,2471.292,1133.333,1200.000,0.000,176.362,0.044,0.212,1200.685,1242.915,-3.057,0,14,0.000,307,131.225,25,5.472,39.090,0.254,24,1,11,44,0.246,0.168
342,0,"SW1","LL",20.210,1.000,4768.204,388.889,22.222,113.771,320.000,0.001,0.000,1105.569,1135.442,-3.660,0,0,0.000,342,341.000,2,1.500,88.983,0.577,1,0,0,0,0.318,0.309
342,1,"SW2","LL",8.619,1.000,2108.564,188.889,933.333,0.000,172.275,0.078,0.198,1091.407,1123.236,-3.487,0,8,0.000,342,309.235,24,4.952,83.009,0.539,13,0,0,13,0.276,0.232
342,2,"SW3","LL",7.466,1.000,2474.222,1122.222,1222.222,0.000,176.854,0.043,0.167,1171.266,1231.685,-2.324,1,22,0.980,308,132.198,26,5.609,39.079,0.254,24,0,10,38,0.252,0.187
343,0,"SW1","LL",19.642,1.000,4632.139,377.778,11.111,118.169,320.000,0.001,0.000,1099.881,1146.366,-3.193,1,1,2.857,343,341.971,3,3.000,88.983,0.577,0,0,0,0,0.320,0.122
343,1,"SW2","LL",8.624,1.000,2108.637,188.889,1111.111,0.000,162.063,0.078,0.178,1158.172,1198.606,-2.887,0,3,0.000,343,310.235,25,5.030,83.370,0.541,19,0,0,19,0.238,0.204
343,2,"SW3","LL",7.660,1.000,2485.685,1111.111,1200.000,0.000,190.595,0.043,0.187,1236.843,1298.927,-1.824,1,20,0.990,309,133.590,27,6.000,39.073,0.254,18,0,9,41,0.252,0.165
344,0,"SW1","LL",19.066,1.000,4495.984,366.667,11.111,115.178,320.000,0.002,0.000,1054.777,1099.414,-2.993,1,0,2.941,344,342.970,4,4.000,88.983,0.577,0,0,0,0,0.301,0.116
344,1,"SW2","LL",8.629,1.000,2108.721,188.889,1211.111,0.000,185.440,0.078,0.150,1101.339,1151.874,-2.720,0,10,0.000,344,311.235,26,5.101,83.874,0.544,19,0,0,18,0.275,0.234
344,2,"SW3","LL",7.366,1.000,2388.031,1100.000,1277.778,0.000,212.188,0.042,0.129,1236.843,1298.927,-1.824,1,20,1.000,301,132.818,28,5.835,39.067,0.254,27,0,10,34,0.264,0.215
345,0,"SW1","LL",18.515,1.000,4359.774,355.556,11.111,156.892,320.000,0.002,0.000,1010.264,1025.769,-3.593,1,0,3.030,345,343.938,5,5.000,88.983,0.577,0,0,0,0,0.270,0.104
345,1,"SW2","LL",8.643,1.000,2108.835,188.889,1322.222,0.000,221.353,0.078,0.037,1056.260,1075.662,-3.320,0,6,0.000,345,312.235,27,5.529,84.978,0.551,16,0,0,9,0.353,0.299
345,2,"SW3","LL",7.337,1.000,2379.992,1100.000,1222.222,0.000,186.517,0.043,0.155,1159.037,1194.513,-3.090,1,19,1.000,302,132.707,29,6.345,39.056,0.253,15,1,12,43,0.245,0.148
346,0,"SW1","LL",18.515,1.000,4359.774,355.556,11.111,166.920,320.000,0.002,0.000,976.546,1005.862,-3.393,0,0,0.000,346,344.938,6,6.000,88.983,0.577,0,0,0,0,0.265,0.101
346,1,"SW2","LL",8.646,1.000,2108.940,188.889,1400.000,0.000,210.350,0.078,0.107,1090.494,1118.968,-3.487,0,8,0.000,346,313.235,28,6.040,85.523,0.555,15,0,0,9,0.322,0.270
346,2,"SW3","LL",7.330,1.000,2387.426,1088.889,1144.444,0.000,185.511,0.043,0.212,1087.609,1129.120,-2.724,1,18,1.010,303,134.133,30,6.874,39.046,0.253,11,0,17,66,0.193,0.110
347,0,"SW1","LL",18.515,1.000,4359.774,355.556,11.111,153.744,320.000,0.002,0.000,1014.204,1040.381,-3.493,0,0,0.000,347,345.938,7,7.000,88.983,0.577,0,0,0,0,0.281,0.108
347,1,"SW2","LL",8.654,1.000,2109.052,200.000,1588.889,0.000,204.519,0.077,0.120,1101.339,1151.874,-2.720,0,4,0.000,347,298.222,29,6.021,85.639,0.556,22,1,0,12,0.378,0.280
347,2,"SW3","LL",7.312,1.000,2335.410,1077.778,1166.667,0.000,196.776,0.042,0.150,1202.047,1248.196,-2.457,2,25,2.020,304,132.639,31,6.629,39.014,0.253,28,1,8,26,0.276,0.221
348,0,"SW1","LL",18.515,1.000,4359.774,355.556,22.222,154.980,320.000,0.002,0.000,1054.777,1099.414,-2.993,0,0,0.000,348,346.938,8,4.500,88.983,0.577,1,0,0,0,0.308,0.297
348,1,"SW2","LL",8.140,1.000,1969.011,188.889,1677.778,0.000,240.305,0.077,0.005,1054.950,1073.681,-3.154,1,8,5.556,348,296.353,30,6.503,86.926,0.564,16,0,0,15,0.368,0.289
348,2,"SW3","LL",7.278,1.000,2344.225,1055.556,1100.000,0.000,141.817,0.044,0.271,1227.542,1276.637,-2.490,2,19,2.062,305,134.674,32,6.545,39.001,0.253,13,0,14,62,0.196,0.103
349,0,"SW1","LL",18.515,1.000,4359.774,355.556,33.333,136.917,320.000,0.002,0.000,1083.996,1140.797,-2.960,0,0,0.000,349,347.938,9,4.000,88.983,0.577,1,0,0,1,0.326,0.214
349,1,"SW2","LL",8.149,1.000,1969.194,211.111,2022.222,0.000,251.700,0.088,0.057,1169.031,1195.578,-2.887,0,3,0.000,349,268.105,31,6.143,87.494,0.568,36,2,0,11,0.440,0.320
349,2,"SW3","LL",7.296,1.000,2332.551,1044.444,1066.667,0.000,149.709,0.044,0.319,1201.252,1267.400,-2.424,1,12,1.053,306,135.617,33,7.281,38.975,0.253,9,0,21,70,0.166,0.085
350,0,"SW1","LL",17.433,1.000,4087.343,333.333,33.333,119.610,320.000,0.002,0.000,1085.780,1116.380,-3.127,2,0,6.250,350,348.933,10,5.000,88.983,0.577,0,0,0,2,0.308,0.066
350,1,"SW2","LL",8.148,1.000,1969.330,222.222,2433.333,0.000,269.924,0.088,0.105,1131.735,1187.409,-2.820,0,8,0.000,350,256.650,32,5.881,85.263,0.553,46,1,0,8,0.474,0.359
350,2,"SW3","LL",7.225,1.000,2295.949,1033.333,777.778,0.000,174.380,0.043,0.203,1217.534,1285.677,-2.624,1,46,1.064,307,135.430,34,6.714,38.970,0.253,20,0,10,20,0.228,0.188
351,0,"SW1","LL",17.433,1.000,4087.343,333.333,33.333,64.898,320.000,0.004,0.000,1103.392,1155.559,-3.293,0,1,0.000,351,349.933,11,5.000,88.977,0.577,1,0,0,1,0.327,0.236
351,1,"SW2","LL",7.070,1.000,1688.983,255.556,2700.000,0.000,228.171,0.088,0.046,1181.562,1210.445,-3.020,2,2,8.000,351,197.913,33,5.897,85.848,0.557,31,5,0,19,0.560,0.318
351,2,"SW3","LL",7.260,1.000,2308.396,1033.333,1000.000,0.000,167.296,0.046,0.184,1227.542,1276.637,-2.490,0,11,0.000,308,136.430,35,5.689,38.909,0.252,31,0,10,19,0.251,0.241
352,0,"SW1","LL",17.433,1.000,4087.343,333.333,44.444,83.390,320.000,0.004,0.000,1083.996,1140.797,-2.960,0,1,0.000,352,350.933,12,4.000,88.973,0.577,2,0,0,0,0.321,0.319
352,1,"SW2","LL",6.530,1.000,1548.797,288.889,3111.111,0.000,175.392,0.134,0.184,1132.938,1169.555,-2.854,1,9,3.704,352,165.231,34,5.786,82.898,0.538,50,4,0,49,0.401,0.242
352,2,"SW3","LL",7.101,1.000,2269.829,1022.222,1088.889,0.000,155.269,0.046,0.282,1128.508,1162.260,-3.090,1,5,1.075,309,136.217,36,6.071,38.909,0.252,13,0,19,60,0.173,0.108
353,0,"SW1","LL",16.862,1.000,3951.007,322.222,44.444,105.296,320.000,0.004,0.000,1044.565,1071.677,-3.760,1,0,3.333,353,351.931,13,5.000,88.970,0.577,0,0,0,2,0.294,0.083
353,1,"SW2","LL",6.038,1.000,1408.779,322.222,3411.111,0.000,189.016,0.139,0.035,1054.950,1073.681,-3.154,1,12,3.333,353,138.897,35,5.977,84.701,0.550,43,4,0,31,0.440,0.271
353,2,"SW3","LL",7.187,1.000,2282.701,1011.111,1211.111,0.000,179.252,0.053,0.140,1186.869,1232.809,-3.324,1,14,1.087,310,137.978,37,6.055,38.888,0.252,25,0,9,34,0.256,0.228
354,0,"SW1","LL",16.862,1.000,3951.007,322.222,44.444,90.711,320.000,0.004,0.000,1083.996,1140.797,-2.960,0,0,0.000,354,352.931,14,6.000,88.967,0.577,0,0,0,2,0.333,0.092
354,1,"SW2","LL",6.079,1.000,1409.235,455.556,3977.778,0.000,216.274,0.192,0.073,1149.487,1207.627,-3.020,0,13,0.000,354,103.341,36,5.534,85.900,0.557,76,12,0,15,0.604,0.346
354,2,"SW3","LL",7.138,1.000,2290.363,1011.111,1055.556,0.000,139.000,0.053,0.329,1133.363,1169.581,-3.190,0,27,0.000,311,138.978,38,6.916,38.888,0.252,13,0,29,49,0.149,0.133
355,0,"SW1","LL",15.745,1.000,3678.600,300.000,22.222,71.192,320.000,0.004,0.000,1038.175,1056.183,-4.860,2,2,6.897,355,353.926,15,10.000,88.965,0.577,0,0,0,0,0.288,0.124
355,1,"SW2","LL",6.131,1.000,1409.849,522.222,4666.667,0.000,219.500,0.187,0.063,1147.495,1199.635,-2.920,0,12,0.000,355,93.064,37,5.383,85.433,0.554,80,6,0,14,0.559,0.369
355,2,"SW3","LL",7.214,1.000,2299.864,1011.111,1133.333,0.000,133.659,0.052,0.304,1227.542,1276.637,-2.490,0,10,0.000,312,139.978,39,7.127,38.856,0.252,17,0,24,46,0.163,0.143
356,0,"SW1","LL",15.744,1.000,3678.599,300.000,55.556,3.952,295.379,0.016,0.071,1044.039,1068.018,-3.760,0,0,0.000,356,354.926,16,5.000,88.877,0.577,3,0,0,0,0.295,0.323
356,1,"SW2","LL",5.623,1.000,1270.098,555.556,4855.556,0.000,173.521,0.180,0.127,1090.494,1118.968,-3.487,1,8,1.961,356,82.560,38,5.977,86.251,0.560,29,4,0,71,0.343,0.226
356,2,"SW3","LL",7.123,1.000,2263.111,1000.000,988.889,0.000,157.289,0.052,0.231,1171.266,1231.685,-2.324,1,28,1.099,313,139.733,37,6.236,38.839,0.252,15,0,15,20,0.198,0.183
357,0,"SW1","LL",15.171,1.000,3542.347,288.889,177.778,0.048,268.715,0.016,0.060,1118.952,1161.313,-2.493,1,0,3.704,357,355.962,17,2.562,88.906,0.577,11,0,0,0,0.332,0.431
357,1,"SW2","LL",5.696,1.000,1270.923,655.556,5188.889,0.000,192.840,0.228,0.047,1056.260,1075.662,-3.320,0,15,0.000,357,72.966,39,6.176,89.370,0.580,54,9,0,33,0.463,0.285
357,2,"SW3","LL",7.194,1.000,2275.892,1000.000,1422.222,0.000,192.613,0.056,0.143,1191.746,1242.147,-1.957,0,6,0.000,314,140.733,38,5.188,38.977,0.253,45,0,12,20,0.230,0.285
358,0,"SW1","LL",14.063,1.000,3269.821,266.667,222.222,13.052,303.157,0.016,0.056,1118.952,1161.313,-2.493,2,0,7.692,358,356.958,18,3.050,88.949,0.577,4,0,0,2,0.353,0.343
358,1,"SW2","LL",5.802,1.000,1272.117,744.444,5755.556,0.000,246.380,0.222,0.038,1169.031,1195.578,-2.887,0,16,0.000,358,66.970,27,6.073,92.914,0.603,75,8,0,17,0.512,0.348
358,2,"SW3","LL",7.528,1.000,2295.774,1000.000,1677.778,0.000,182.217,0.055,0.208,1245.611,1307.061,-2.157,0,12,0.000,315,141.733,39,5.179,38.977,0.253,35,0,12,29,0.234,0.267
359,0,"SW1","LL",13.506,1.000,3133.558,255.556,300.000,40.327,319.185,0.018,0.000,1122.045,1143.420,-3.160,1,0,4.167,359,358.000,19,3.259,89.082,0.578,7,0,0,2,0.370,0.347
359,1,"SW2","LL",5.890,1.000,1273.421,811.111,6044.444,0.000,256.343,0.214,0.040,1090.494,1118.968,-3.487,0,6,0.000,359,63.726,28,6.528,91.627,0.595,38,6,1,34,0.471,0.317
359,2,"SW3","LL",7.166,1.000,2302.974,1000.000,1677.778,0.000,135.387,0.055,0.343,1133.363,1169.581,-3.190,0,10,0.000,316,142.733,40,5.993,38.977,0.253,10,0,44,77,0.121,0.123
360,0,"SW1","LL",12.946,1.000,2997.384,244.444,300.000,107.526,320.000,0.018,0.000,976.546,1005.862,-3.393,1,2,4.348,360,359.000,20,4.037,89.118,0.578,2,0,0,5,0.311,0.233
360,1,"SW2","LL",5.413,1.000,1134.553,866.667,6344.444,0.000,213.919,0.208,0.062,1064.768,1087.091,-3.120,1,19,1.266,360,57.218,29,6.820,89.789,0.583,52,6,1,50,0.431,0.293
360,2,"SW3","LL",6.709,1.000,2200.619,1000.000,1544.444,0.000,150.941,0.055,0.317,1201.252,1267.400,-2.424,1,21,1.099,317,140.522,41,6.892,38.977,0.253,10,1,33,58,0.152,0.147
361,0,"SW1","LL",12.396,1.000,2861.119,233.333,311.111,100.213,320.000,0.021,0.000,1038.175,1056.183,-4.860,1,0,4.545,361,359.952,21,4.893,89.151,0.578,1,0,0,3,0.339,0.256
361,1,"SW2","LL",5.499,1.000,1136.535,1033.333,7411.111,0.000,211.379,0.260,0.090,1131.735,1187.409,-2.820,0,23,0.000,361,50.946,30,6.373,85.937,0.558,134,15,1,42,0.500,0.355
361,2,"SW3","LL",6.733,1.000,2211.405,988.889,1811.111,0.000,175.993,0.077,0.197,1217.534,1285.677,-2.624,2,26,2.198,318,141.213,39,5.816,38.916,0.253,51,1,13,12,0.223,0.292
362,0,"SW1","LL",12.397,1.000,2861.119,233.333,377.778,29.965,319.329,0.037,0.000,1099.881,1146.366,-3.193,0,2,0.000,362,360.952,22,4.853,89.142,0.578,8,0,0,0,0.385,0.361
362,1,"SW2","LL",5.658,1.000,1139.278,1200.000,7988.889,0.000,211.425,0.254,0.032,1181.562,1210.445,-3.020,0,23,0.000,362,46.713,28,6.392,89.638,0.582,90,15,1,47,0.514,0.368
362,2,"SW3","LL",6.784,1.000,2225.359,988.889,2122.222,0.000,192.750,0.076,0.138,1142.167,1184.916,-3.157,0,9,0.000,319,142.213,40,5.801,38.661,0.251,37,0,13,20,0.230,0.296
363,0,"SW1","LL",11.822,1.000,2724.890,222.222,600.000,0.000,272.675,0.037,0.086,1126.290,1169.782,-2.827,1,0,4.762,363,361.900,23,4.056,88.732,0.576,20,0,0,1,0.404,0.385
363,1,"SW2","LL",5.770,1.000,1142.040,1400.000,8333.333,0.000,185.889,0.245,0.079,1147.495,1199.635,-2.920,0,28,0.000,363,42.810,29,6.609,88.231,0.573,77,18,4,66,0.474,0.326
363,2,"SW3","LL",6.695,1.000,2193.640,977.778,2544.444,0.000,173.216,0.075,0.161,1227.542,1276.637,-2.490,2,9,2.222,320,141.989,41,5.633,38.477,0.250,48,1,12,23,0.245,0.293
364,0,"SW1","LL",11.248,1.000,2588.699,211.111,677.778,0.000,217.872,0.038,0.115,1085.780,1116.380,-3.127,1,0,5.000,364,362.895,24,4.590,88.066,0.571,7,0,0,6,0.350,0.271
364,1,"SW2","LL",5.272,1.000,1004.166,1500.000,8322.222,0.000,189.350,0.237,0.120,1075.352,1110.574,-3.554,1,36,0.735,364,39.193,30,7.104,83.130,0.539,45,10,6,95,0.371,0.266
364,2,"SW3","LL",6.836,1.000,2184.276,944.444,2655.556,0.000,133.407,0.083,0.359,1245.611,1307.061,-2.157,3,17,3.409,321,143.176,42,6.105,38.477,0.250,27,0,30,83,0.126,0.147
365,0,"SW1","LL",10.678,1.000,2452.495,200.000,766.667,0.000,189.061,0.040,0.086,1110.840,1146.142,-3.160,1,1,5.263,365,364.000,25,5.014,88.132,0.572,9,0,0,8,0.337,0.261
365,1,"SW2","LL",5.356,1.000,1006.772,1744.444,7666.667,0.000,188.239,0.300,0.133,1084.782,1106.555,-4.587,0,42,0.000,365,36.401,31,7.932,77.985,0.506,5,22,8,55,0.417,0.282
365,2,"SW3","LL",6.618,1.000,2140.538,922.222,3011.111,0.000,148.699,0.086,0.281,1217.534,1285.677,-2.624,2,8,2.353,322,144.108,43,6.173,38.403,0.249,40,0,23,56,0.157,0.191
366,0,"SW1","LL",9.554,1.000,2180.081,177.778,777.778,0.000,210.103,0.045,0.063,1014.204,1040.381,-3.493,2,4,11.111,366,364.938,26,5.771,88.030,0.571,5,0,0,6,0.326,0.256
366,1,"SW2","LL",4.420,1.000,729.309,1988.889,7311.111,0.000,182.489,0.291,0.136,1075.352,1110.574,-3.554,3,52,1.648,366,30.430,32,8.211,76.789,0.498,45,25,10,32,0.406,0.285
366,2,"SW3","LL",6.704,1.000,2152.490,944.444,3322.222,0.000,185.085,0.086,0.161,1142.167,1184.916,-3.157,0,15,0.000,323,142.059,44,6.181,38.235,0.248,45,2,13,21,0.237,0.266
367,0,"SW1","LL",8.992,1.000,2043.912,177.778,933.333,0.000,237.968,0.066,0.050,1079.024,1134.870,-3.793,1,2,5.882,367,343.750,27,5.607,87.914,0.570,17,1,0,2,0.442,0.348
367,1,"SW2","LL",4.634,1.000,733.404,2388.889,7755.556,0.000,232.652,0.397,0.052,1060.229,1086.948,-3.487,2,17,0.922,367,28.391,33,7.841,80.618,0.523,95,38,9,18,0.484,0.364
367,2,"SW3","LL",6.837,1.000,2165.746,955.556,3822.222,0.000,172.239,0.084,0.172,1217.293,1278.535,-2.524,0,10,0.000,324,141.733,45,6.203,38.053,0.247,56,1,13,23,0.241,0.279
368,0,"SW1","LL",7.859,1.000,1771.441,177.778,1166.667,0.000,248.014,0.097,0.045,1054.777,1099.414,-2.993,2,4,11.111,368,300.500,28,5.095,88.087,0.572,27,2,0,2,0.472,0.366
368,1,"SW2","LL",4.878,1.000,738.772,2611.111,8500.000,0.000,241.606,0.380,0.027,1131.065,1165.352,-3.487,3,18,1.261,368,28.034,32,7.519,87.442,0.567,108,23,9,19,0.484,0.411
368,2,"SW3","LL",6.312,1.000,1986.969,900.000,3988.889,0.000,136.919,0.082,0.288,1227.542,1276.637,-2.490,5,15,5.814,325,140.802,46,6.825,37.954,0.246,30,0,23,90,0.161,0.163
369,0,"SW1","LL",6.749,1.000,1499.059,166.667,1588.889,0.000,252.491,0.142,0.018,1133.869,1157.219,-3.293,2,0,11.765,369,273.400,29,4.657,89.542,0.581,39,1,0,2,0.485,0.398
369,1,"SW2","LL",4.993,1.000,743.997,2888.889,8222.222,0.000,200.478,0.356,0.122,1084.782,1106.555,-4.587,1,13,0.383,369,27.515,33,8.242,78.956,0.512,14,26,10,49,0.417,0.305
369,2,"SW3","LL",6.246,1.000,1949.132,877.778,4100.000,0.000,122.342,0.101,0.337,1159.037,1194.513,-3.090,2,12,2.469,326,142.924,47,7.496,37.698,0.245,22,0,21,160,0.137,0.119
370,0,"SW1","LL",6.752,1.000,1499.110,188.889,1633.333,0.000,205.695,0.186,0.084,1038.175,1056.183,-4.860,0,2,0.000,370,243.824,30,5.306,89.061,0.578,8,2,0,10,0.413,0.285
370,1,"SW2","LL",5.307,1.000,750.902,3333.333,8422.222,0.000,195.746,0.336,0.061,1152.991,1187.700,-3.387,2,23,0.662,370,26.553,34,8.104,85.521,0.555,83,42,9,51,0.475,0.348
370,2,"SW3","LL",6.274,1.000,1911.863,911.111,3977.778,0.000,155.202,0.102,0.251,1223.328,1265.512,-2.990,2,54,2.381,327,136.134,36,7.293,37.602,0.244,48,5,7,19,0.272,0.226
371,0,"SW1","LL",6.779,1.000,1499.263,233.333,1800.000,0.000,203.559,0.185,0.030,1070.260,1103.485,-3.993,0,4,0.000,371,200.952,31,5.321,91.603,0.594,23,4,0,5,0.511,0.347
371,1,"SW2","LL",5.567,1.000,759.687,3655.556,9355.556,0.000,229.163,0.313,0.076,1131.735,1187.409,-2.820,2,47,0.604,371,26.769,35,7.189,82.991,0.539,162,31,11,61,0.472,0.367
371,2,"SW3","LL",5.977,1.000,1813.344,911.111,4433.333,0.000,186.973,0.102,0.065,1122.819,1148.639,-2.757,1,12,1.205,328,133.659,37,7.381,38.216,0.248,54,1,5,19,0.282,0.270
372,0,"SW1","LL",6.801,1.000,1499.336,244.444,2177.778,0.000,219.918,0.184,0.057,1103.392,1155.559,-3.293,0,5,0.000,372,193.500,32,5.209,92.646,0.601,40,1,0,1,0.427,0.358
372,1,"SW2","LL",5.872,1.000,769.867,4155.556,9811.111,0.000,248.138,0.288,0.066,1131.735,1187.409,-2.820,1,26,0.267,372,26.457,32,6.837,81.006,0.526,113,46,17,95,0.487,0.347
372,2,"SW3","LL",6.057,1.000,1824.794,922.222,4822.222,0.000,166.409,0.109,0.190,1159.037,1194.513,-3.090,0,10,0.000,329,133.229,38,7.671,38.090,0.247,46,1,7,36,0.251,0.220
373,0,"SW1","LL",6.825,1.000,1499.534,244.444,2855.556,0.532,268.243,0.182,0.029,1118.952,1161.313,-2.493,0,3,0.000,373,194.500,33,4.949,93.244,0.605,64,0,0,3,0.456,0.403
373,1,"SW2","LL",6.157,1.000,780.895,4422.222,9588.889,0.000,233.016,0.264,0.036,1131.065,1165.352,-3.487,4,48,0.995,373,26.666,33,7.087,84.577,0.549,56,28,21,107,0.426,0.323
373,2,"SW3","LL",6.565,1.000,1839.825,933.333,5522.222,0.000,168.866,0.106,0.251,1236.843,1298.927,-1.824,0,20,0.000,330,132.833,39,7.475,38.026,0.247,84,1,9,54,0.226,0.205
374,0,"SW1","LL",6.287,1.000,1363.442,244.444,3088.889,37.224,319.105,0.180,0.000,1009.596,1024.410,-3.427,1,3,4.348,374,179.318,34,5.489,95.184,0.618,25,1,0,10,0.403,0.296
374,1,"SW2","LL",5.908,1.000,652.048,4688.889,9066.667,0.000,212.108,0.238,0.092,1091.407,1123.236,-3.487,6,62,1.402,374,25.953,34,7.428,78.182,0.507,45,30,26,114,0.405,0.283
374,2,"SW3","LL",6.101,1.000,1804.628,977.778,6344.444,0.000,219.230,0.104,0.055,1191.746,1242.147,-1.957,1,16,1.124,331,127.034,40,7.170,38.465,0.250,95,5,13,29,0.323,0.281
375,0,"SW1","LL",6.330,1.000,1363.907,288.889,3533.333,33.766,319.090,0.188,0.000,1126.290,1169.782,-2.827,0,6,0.000,375,154.500,35,5.547,97.287,0.631,50,4,0,7,0.547,0.368
375,1,"SW2","LL",6.221,1.000,666.614,5100.000,8655.556,0.000,196.248,0.255,0.070,1126.438,1188.377,-3.520,3,53,0.649,375,26.094,32,7.465,78.190,0.507,56,40,29,92,0.425,0.316
375,2,"SW3","LL",6.191,1.000,1819.399,1022.222,6811.111,0.000,228.572,0.103,0.072,1200.725,1275.044,-2.290,0,17,0.000,332,123.391,41,7.440,38.361,0.249,63,4,5,52,0.344,0.261
