year_idx,plot_id,plot_name,species_id,adult_count,sapling_count,lai,cc,biomass_sum_kg,mean_dbh_cm,mean_height_m,recruitment_success,saplings_established,trees_died,saplings_died,tree_age_max,tree_age_mean,sapling_age_max,sapling_age_mean,trees_stressed,saplings_stressed,f_env_tree_mean,f_env_sapling_mean
1,0,"SW1",1,0,66,0.000,0.000,0.000,0.000,0.000,0,66,0,0,0,0.000,1,1.000,0,0,0.000,0.431
1,0,"SW1",3,0,1,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,1,1.000,0,0,0.000,0.403
1,0,"SW1",5,0,5,0.000,0.000,0.000,0.000,0.000,0,5,0,0,0,0.000,1,1.000,0,0,0.000,0.624
1,1,"SW2",1,0,71,0.000,0.000,0.000,0.000,0.000,0,71,0,0,0,0.000,1,1.000,0,0,0.000,0.516
1,1,"SW2",2,0,1,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,1,1.000,0,0,0.000,0.485
1,2,"SW3",1,0,12,0.000,0.000,0.000,0.000,0.000,0,12,0,0,0,0.000,1,1.000,0,0,0.000,0.520
1,2,"SW3",5,0,1,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,1,1.000,0,0,0.000,0.683
2,0,"SW1",1,0,173,0.000,0.000,0.000,0.000,0.000,0,109,0,2,0,0.000,2,1.382,0,0,0.000,0.423
2,0,"SW1",2,0,1,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,1,1.000,0,0,0.000,0.383
2,0,"SW1",3,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,2,2.000,0,0,0.000,0.394
2,0,"SW1",4,0,2,0.000,0.000,0.000,0.000,0.000,0,2,0,0,0,0.000,1,1.000,0,0,0.000,0.447
2,0,"SW1",5,0,15,0.000,0.000,0.000,0.000,0.000,0,10,0,0,0,0.000,2,1.333,0,0,0.000,0.618
2,1,"SW2",1,0,151,0.000,0.000,0.000,0.000,0.000,0,81,0,1,0,0.000,2,1.470,0,0,0.000,0.534
2,1,"SW2",2,0,2,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,2,1.500,0,0,0.000,0.505
2,1,"SW2",4,0,1,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,1,1.000,0,0,0.000,0.527
2,2,"SW3",1,0,57,0.000,0.000,0.000,0.000,0.000,0,46,0,1,0,0.000,2,1.211,0,0,0.000,0.579
2,2,"SW3",5,0,3,0.000,0.000,0.000,0.000,0.000,0,2,0,0,0,0.000,2,1.333,0,0,0.000,0.723
3,0,"SW1",1,0,328,0.000,0.000,0.000,0.000,0.000,0,158,0,3,0,0.000,3,1.723,0,0,0.000,0.503
3,0,"SW1",2,0,2,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,2,1.500,0,0,0.000,0.471
3,0,"SW1",3,0,2,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,3,2.000,0,0,0.000,0.480
3,0,"SW1",4,0,6,0.000,0.000,0.000,0.000,0.000,0,4,0,0,0,0.000,2,1.333,0,0,0.000,0.522
3,0,"SW1",5,0,31,0.000,0.000,0.000,0.000,0.000,0,17,0,1,0,0.000,3,1.645,0,0,0.000,0.672
3,1,"SW2",1,0,214,0.000,0.000,0.000,0.000,0.000,0,63,0,0,0,0.000,3,2.037,0,0,0.000,0.490
3,1,"SW2",2,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,3,2.500,0,0,0.000,0.457
3,1,"SW2",4,0,2,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,2,1.500,0,0,0.000,0.502
3,2,"SW3",1,0,87,0.000,0.000,0.000,0.000,0.000,0,30,0,0,0,0.000,3,1.793,0,0,0.000,0.578
3,2,"SW3",2,0,1,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,1,1.000,0,0,0.000,0.553
3,2,"SW3",5,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,3,2.333,0,0,0.000,0.723
4,0,"SW1",1,0,402,0.000,0.000,0.000,0.000,0.000,0,79,0,5,0,0.000,4,2.388,0,0,0.000,0.430
4,0,"SW1",2,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,3,2.500,0,0,0.000,0.393
4,0,"SW1",3,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,4,3.000,0,0,0.000,0.404
4,0,"SW1",4,0,7,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,3,2.143,0,0,0.000,0.453
4,0,"SW1",5,0,42,0.000,0.000,0.000,0.000,0.000,0,11,0,0,0,0.000,4,2.214,0,0,0.000,0.624
4,1,"SW2",1,0,276,0.000,0.000,0.000,0.000,0.000,0,63,0,1,0,0.000,4,2.580,0,0,0.000,0.536
4,1,"SW2",2,0,3,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,4,2.667,0,0,0.000,0.508
4,1,"SW2",4,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,3,2.500,0,0,0.000,0.549
4,1,"SW2",5,0,2,0.000,0.000,0.000,0.000,0.000,0,2,0,0,0,0.000,1,1.000,0,0,0.000,0.695
4,2,"SW3",1,0,115,0.000,0.000,0.000,0.000,0.000,0,32,0,4,0,0.000,4,2.313,0,0,0.000,0.537
4,2,"SW3",2,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,2,2.000,0,0,0.000,0.509
4,2,"SW3",5,0,3,0.000,0.000,0.000,0.000,0.000,0,1,0,1,0,0.000,4,3.333,0,0,0.000,0.696
5,0,"SW1",1,0,520,0.000,0.000,0.000,0.000,0.000,0,123,0,5,0,0.000,5,2.829,0,0,0.000,0.480
5,0,"SW1",2,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,4,3.500,0,0,0.000,0.448
5,0,"SW1",3,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,5,4.000,0,0,0.000,0.458
5,0,"SW1",4,0,11,0.000,0.000,0.000,0.000,0.000,0,4,0,0,0,0.000,4,2.364,0,0,0.000,0.491
5,0,"SW1",5,0,52,0.000,0.000,0.000,0.000,0.000,0,10,0,0,0,0.000,5,2.788,0,0,0.000,0.658
5,1,"SW2",1,0,327,0.000,0.000,0.000,0.000,0.000,0,51,0,0,0,0.000,5,3.177,0,0,0.000,0.528
5,1,"SW2",2,0,4,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,5,3.000,0,0,0.000,0.500
5,1,"SW2",4,0,3,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,4,2.667,0,0,0.000,0.540
5,1,"SW2",5,0,5,0.000,0.000,0.000,0.000,0.000,0,3,0,0,0,0.000,2,1.400,0,0,0.000,0.691
5,2,"SW3",1,0,150,0.000,0.000,0.000,0.000,0.000,0,35,0,0,0,0.000,5,2.773,0,0,0.000,0.572
5,2,"SW3",2,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,3,3.000,0,0,0.000,0.548
5,2,"SW3",4,0,1,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,1,1.000,0,0,0.000,0.581
5,2,"SW3",5,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,5,4.333,0,0,0.000,0.720
6,0,"SW1",1,0,552,0.000,0.000,0.000,0.000,0.000,0,38,0,6,0,0.000,6,3.632,0,0,0.000,0.473
6,0,"SW1",2,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,5,4.500,0,0,0.000,0.443
6,0,"SW1",3,0,3,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,6,3.667,0,0,0.000,0.453
6,0,"SW1",4,0,11,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,5,3.364,0,0,0.000,0.496
6,0,"SW1",5,0,64,0.000,0.000,0.000,0.000,0.000,0,14,0,2,0,0.000,6,3.219,0,0,0.000,0.655
6,1,"SW2",1,0,340,0.000,0.000,0.000,0.000,0.000,0,13,0,0,0,0.000,6,4.056,0,0,0.000,0.475
6,1,"SW2",2,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,6,4.000,0,0,0.000,0.445
6,1,"SW2",4,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,5,3.667,0,0,0.000,0.498
6,1,"SW2",5,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,3,2.400,0,0,0.000,0.656
6,2,"SW3",1,0,164,0.000,0.000,0.000,0.000,0.000,0,16,0,2,0,0.000,6,3.524,0,0,0.000,0.553
6,2,"SW3",2,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,4,4.000,0,0,0.000,0.529
6,2,"SW3",4,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,2,2.000,0,0,0.000,0.560
6,2,"SW3",5,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,6,5.333,0,0,0.000,0.708
7,0,"SW1",1,0,629,0.000,0.000,0.000,0.000,0.000,0,84,0,7,0,0.000,7,4.135,0,0,0.000,0.476
7,0,"SW1",2,0,6,0.000,0.000,0.000,0.000,0.000,0,4,0,0,0,0.000,6,2.500,0,0,0.000,0.448
7,0,"SW1",3,0,4,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,7,3.750,0,0,0.000,0.458
7,0,"SW1",4,0,12,0.000,0.000,0.000,0.000,0.000,0,2,0,1,0,0.000,6,3.667,0,0,0.000,0.491
7,0,"SW1",5,0,76,0.000,0.000,0.000,0.000,0.000,0,13,0,1,0,0.000,7,3.684,0,0,0.000,0.658
7,1,"SW2",1,0,384,0.000,0.000,0.000,0.000,0.000,0,49,0,5,0,0.000,7,4.586,0,0,0.000,0.539
7,1,"SW2",2,0,5,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,7,4.200,0,0,0.000,0.515
7,1,"SW2",4,0,4,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,6,3.750,0,0,0.000,0.557
7,1,"SW2",5,0,6,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,4,3.000,0,0,0.000,0.700
7,2,"SW3",1,0,183,0.000,0.000,0.000,0.000,0.000,0,22,0,3,0,0.000,7,4.082,0,0,0.000,0.552
7,2,"SW3",2,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,5,5.000,0,0,0.000,0.529
7,2,"SW3",3,0,1,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,1,1.000,0,0,0.000,0.537
7,2,"SW3",4,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,3,3.000,0,0,0.000,0.560
7,2,"SW3",5,0,5,0.000,0.000,0.000,0.000,0.000,0,2,0,0,0,0.000,7,4.200,0,0,0.000,0.708
8,0,"SW1",1,0,677,0.000,0.000,0.000,0.000,0.000,0,52,0,4,0,0.000,8,4.814,0,0,0.000,0.477
8,0,"SW1",2,0,7,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,7,3.143,0,0,0.000,0.445
8,0,"SW1",3,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,8,4.750,0,0,0.000,0.460
8,0,"SW1",4,0,14,0.000,0.000,0.000,0.000,0.000,0,2,0,0,0,0.000,7,4.143,0,0,0.000,0.495
8,0,"SW1",5,0,84,0.000,0.000,0.000,0.000,0.000,0,10,0,2,0,0.000,8,4.214,0,0,0.000,0.660
8,1,"SW2",1,0,415,0.000,0.000,0.000,0.000,0.000,0,32,0,1,0,0.000,8,5.243,0,0,0.000,0.525
8,1,"SW2",2,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,8,5.200,0,0,0.000,0.498
8,1,"SW2",4,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,7,4.750,0,0,0.000,0.524
8,1,"SW2",5,0,7,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,5,3.571,0,0,0.000,0.691
8,2,"SW3",1,0,215,0.000,0.000,0.000,0.000,0.000,0,37,0,5,0,0.000,8,4.409,0,0,0.000,0.560
8,2,"SW3",2,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,6,6.000,0,0,0.000,0.538
8,2,"SW3",3,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,2,2.000,0,0,0.000,0.543
8,2,"SW3",4,0,2,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,4,2.500,0,0,0.000,0.569
8,2,"SW3",5,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,8,5.200,0,0,0.000,0.714
9,0,"SW1",1,0,730,0.000,0.000,0.000,0.000,0.000,0,58,0,5,0,0.000,9,5.434,0,0,0.000,0.465
9,0,"SW1",2,0,8,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,8,3.750,0,0,0.000,0.425
9,0,"SW1",3,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,9,5.750,0,0,0.000,0.442
9,0,"SW1",4,0,14,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,8,5.143,0,0,0.000,0.469
9,0,"SW1",5,0,95,0.000,0.000,0.000,0.000,0.000,0,13,0,2,0,0.000,9,4.653,0,0,0.000,0.645
9,1,"SW2",1,0,448,0.000,0.000,0.000,0.000,0.000,0,38,0,5,0,0.000,9,5.801,0,0,0.000,0.525
9,1,"SW2",2,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,9,6.200,0,0,0.000,0.496
9,1,"SW2",4,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,8,5.750,0,0,0.000,0.524
9,1,"SW2",5,0,7,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,6,4.571,0,0,0.000,0.682
9,2,"SW3",1,0,222,0.000,0.000,0.000,0.000,0.000,0,8,0,1,0,0.000,9,5.266,0,0,0.000,0.522
9,2,"SW3",2,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,7,7.000,0,0,0.000,0.496
9,2,"SW3",3,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,3,3.000,0,0,0.000,0.505
9,2,"SW3",4,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,5,3.500,0,0,0.000,0.540
9,2,"SW3",5,0,6,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,9,5.333,0,0,0.000,0.688
10,0,"SW1",1,0,743,0.000,0.000,0.000,0.000,0.000,0,19,0,6,0,0.000,10,6.307,0,0,0.000,0.488
10,0,"SW1",2,0,10,0.000,0.000,0.000,0.000,0.000,0,2,0,0,0,0.000,9,4.000,0,0,0.000,0.450
10,0,"SW1",3,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,10,6.750,0,0,0.000,0.467
10,0,"SW1",4,0,17,0.000,0.000,0.000,0.000,0.000,0,3,0,0,0,0.000,9,5.235,0,0,0.000,0.504
10,0,"SW1",5,0,100,0.000,0.000,0.000,0.000,0.000,0,6,0,1,0,0.000,10,5.350,0,0,0.000,0.648
10,1,"SW2",1,0,491,0.000,0.000,0.000,0.000,0.000,0,46,0,3,0,0.000,10,6.267,0,0,0.000,0.532
10,1,"SW2",2,0,7,0.000,0.000,0.000,0.000,0.000,0,2,0,0,0,0.000,10,5.429,0,0,0.000,0.504
10,1,"SW2",4,1,3,0.000,0.003,0.704,2.032,1.409,1,0,0,0,9,9.000,8,6.000,0,0,1.000,0.537
10,1,"SW2",5,0,7,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,7,5.571,0,0,0.000,0.683
10,2,"SW3",1,11,246,0.008,0.016,9.061,2.388,1.435,11,35,0,0,10,10.000,9,5.350,0,0,1.000,0.589
10,2,"SW3",2,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,8,8.000,0,0,0.000,0.568
10,2,"SW3",3,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,4,4.000,0,0,0.000,0.575
10,2,"SW3",4,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,6,4.500,0,0,0.000,0.588
10,2,"SW3",5,0,6,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,10,6.333,0,0,0.000,0.732
11,0,"SW1",1,0,763,0.000,0.000,0.000,0.000,0.000,0,28,0,8,0,0.000,11,7.083,0,1,0.000,0.401
11,0,"SW1",2,0,11,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,10,4.636,0,0,0.000,0.347
11,0,"SW1",3,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,11,7.750,0,0,0.000,0.373
11,0,"SW1",4,1,19,0.000,0.002,0.675,1.711,1.381,1,3,0,0,10,10.000,9,5.211,0,0,1.000,0.410
11,0,"SW1",5,0,101,0.000,0.000,0.000,0.000,0.000,0,3,0,2,0,0.000,11,6.188,0,0,0.000,0.582
11,1,"SW2",1,69,437,0.052,0.100,56.285,2.387,1.461,69,21,0,6,11,11.000,10,6.373,0,0,1.000,0.475
11,1,"SW2",2,0,7,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,11,6.429,0,0,0.000,0.432
11,1,"SW2",4,2,3,0.001,0.006,1.318,2.326,1.892,1,1,0,0,10,9.500,7,4.333,0,0,0.746,0.492
11,1,"SW2",5,0,7,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,8,6.571,0,0,0.000,0.646
11,2,"SW3",1,53,219,0.052,0.086,41.699,2.638,1.773,42,16,0,1,11,10.208,9,5.251,0,0,0.903,0.528
11,2,"SW3",2,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,9,9.000,0,0,0.000,0.505
11,2,"SW3",3,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,5,5.000,0,0,0.000,0.514
11,2,"SW3",4,0,3,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,7,4.000,0,0,0.000,0.544
11,2,"SW3",5,0,8,0.000,0.000,0.000,0.000,0.000,0,2,0,0,0,0.000,11,5.750,0,0,0.000,0.693
12,0,"SW1",1,61,703,0.043,0.085,49.929,2.298,1.406,61,14,0,13,12,12.000,11,7.627,0,1,1.000,0.469
12,0,"SW1",2,0,11,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,11,5.636,0,0,0.000,0.414
12,0,"SW1",3,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,12,8.750,0,0,0.000,0.449
12,0,"SW1",4,5,15,0.002,0.013,3.390,2.048,1.589,4,0,0,0,11,10.200,9,5.200,0,0,0.899,0.469
12,0,"SW1",5,0,106,0.000,0.000,0.000,0.000,0.000,0,6,0,1,0,0.000,12,6.830,0,0,0.000,0.632
12,1,"SW2",1,145,425,0.196,0.278,108.988,3.042,2.210,76,67,0,3,12,11.476,10,5.727,0,0,0.783,0.541
12,1,"SW2",2,1,7,0.001,0.004,1.176,2.022,1.379,1,1,0,0,12,12.000,11,5.857,0,0,1.000,0.507
12,1,"SW2",4,2,3,0.002,0.008,1.252,3.040,2.522,0,0,0,0,11,10.500,8,5.333,0,0,0.549,0.527
12,1,"SW2",5,0,7,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,9,7.571,0,0,0.000,0.695
12,2,"SW3",1,80,229,0.139,0.174,63.332,3.400,2.604,27,39,0,2,12,10.800,9,4.891,0,0,0.707,0.556
12,2,"SW3",2,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,10,10.000,0,0,0.000,0.534
12,2,"SW3",3,0,3,0.000,0.000,0.000,0.000,0.000,0,2,0,0,0,0.000,6,2.667,0,0,0.000,0.543
12,2,"SW3",4,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,8,5.000,0,0,0.000,0.563
12,2,"SW3",5,0,9,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,12,6.111,0,0,0.000,0.712
13,0,"SW1",1,157,627,0.177,0.273,119.584,2.792,2.008,96,28,0,8,13,12.389,12,7.794,0,0,0.807,0.498
13,0,"SW1",2,0,15,0.000,0.000,0.000,0.000,0.000,0,4,0,0,0,0.000,12,5.133,0,0,0.000,0.459
13,0,"SW1",3,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,13,9.750,0,0,0.000,0.480
13,0,"SW1",4,6,16,0.005,0.020,3.797,2.604,2.237,1,2,0,0,12,11.000,9,5.312,0,0,0.590,0.485
13,0,"SW1",5,0,120,0.000,0.000,0.000,0.000,0.000,0,15,0,1,0,0.000,13,6.983,0,0,0.000,0.652
13,1,"SW2",1,206,378,0.404,0.481,163.825,3.610,2.773,61,18,0,4,13,12.039,10,5.765,0,0,0.638,0.478
13,1,"SW2",2,2,6,0.003,0.009,2.248,2.377,1.769,1,0,0,0,13,12.500,10,6.000,0,0,0.728,0.441
13,1,"SW2",4,3,2,0.003,0.011,1.955,3.043,2.307,1,0,0,0,12,10.667,7,5.000,0,0,0.668,0.468
13,1,"SW2",5,0,7,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,10,8.571,0,0,0.000,0.659
13,2,"SW3",1,106,230,0.259,0.278,140.460,3.981,3.030,26,28,0,1,13,11.358,9,4.835,0,0,0.633,0.508
13,2,"SW3",2,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,11,11.000,0,0,0.000,0.487
13,2,"SW3",3,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,7,3.667,0,0,0.000,0.492
13,2,"SW3",4,1,2,0.000,0.003,0.690,2.036,1.484,1,0,0,0,9,9.000,6,4.500,0,0,1.000,0.526
13,2,"SW3",5,1,10,0.001,0.003,1.639,3.289,1.444,1,2,0,0,13,13.000,12,5.300,0,0,1.000,0.672
14,0,"SW1",1,295,512,0.421,0.582,218.574,3.117,2.327,138,30,0,7,14,12.739,13,7.494,0,1,0.696,0.422
14,0,"SW1",2,0,15,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,13,6.133,0,0,0.000,0.350
14,0,"SW1",3,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,14,10.750,0,0,0.000,0.403
14,0,"SW1",4,10,12,0.008,0.033,6.512,2.632,2.102,4,1,0,1,13,11.200,8,4.833,0,0,0.670,0.421
14,0,"SW1",5,5,117,0.005,0.014,8.185,2.958,1.420,5,4,0,2,14,14.000,13,7.462,0,0,1.000,0.585
14,1,"SW2",1,266,324,0.702,0.726,458.329,4.127,3.169,60,10,0,4,14,12.579,10,5.796,0,0,0.592,0.462
14,1,"SW2",2,2,6,0.005,0.011,2.418,3.168,2.266,0,0,0,0,14,13.500,11,7.000,0,0,0.445,0.429
14,1,"SW2",4,3,2,0.005,0.014,1.872,3.711,2.886,0,0,0,0,13,11.667,8,6.000,0,0,0.498,0.466
14,1,"SW2",5,0,7,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,11,9.571,0,0,0.000,0.632
14,2,"SW3",1,139,219,0.438,0.410,349.977,4.405,3.321,33,22,0,0,14,11.799,9,4.721,0,0,0.620,0.493
14,2,"SW3",2,1,0,0.001,0.004,1.183,2.136,1.462,1,0,0,0,12,12.000,0,0.000,0,0,1.000,0.000
14,2,"SW3",3,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,8,4.667,0,0,0.000,0.485
14,2,"SW3",4,1,2,0.001,0.003,0.620,2.760,2.418,0,0,0,0,10,10.000,7,5.500,0,0,0.523,0.523
14,2,"SW3",5,3,6,0.005,0.010,4.492,3.504,1.814,2,0,0,2,14,13.333,8,5.000,0,0,0.892,0.636
15,0,"SW1",1,367,474,0.760,0.886,418.362,3.713,2.944,73,41,1,6,15,13.398,14,7.329,0,1,0.539,0.418
15,0,"SW1",2,1,14,0.001,0.004,1.109,1.904,1.382,1,0,0,0,14,14.000,13,6.643,0,0,1.000,0.353
15,0,"SW1",3,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,15,11.750,0,0,0.000,0.403
15,0,"SW1",4,10,12,0.012,0.040,6.170,3.216,2.703,0,0,0,0,14,12.200,9,5.833,0,0,0.448,0.414
15,0,"SW1",5,14,118,0.021,0.046,20.931,3.405,1.844,9,10,0,0,15,14.357,13,7.407,0,0,0.866,0.575
15,1,"SW2",1,313,349,1.179,1.029,973.786,4.849,3.680,47,75,0,3,15,13.192,10,5.026,0,0,0.609,0.528
15,1,"SW2",2,2,6,0.008,0.014,2.798,4.113,2.583,0,0,0,0,15,14.500,12,8.000,0,0,0.519,0.503
15,1,"SW2",4,4,1,0.007,0.018,5.680,3.810,2.728,1,0,0,0,14,11.750,5,5.000,0,0,0.661,0.549
15,1,"SW2",5,0,8,0.000,0.000,0.000,0.000,0.000,0,1,0,0,0,0.000,12,9.375,0,0,0.000,0.665
15,2,"SW3",1,155,223,0.706,0.561,631.562,5.268,3.993,16,23,0,3,15,12.510,9,4.960,0,0,0.599,0.537
15,2,"SW3",2,1,0,0.002,0.005,0.835,2.958,3.358,0,0,0,0,13,13.000,0,0.000,0,0,0.437,0.000
15,2,"SW3",3,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,9,5.667,0,0,0.000,0.504
15,2,"SW3",4,1,3,0.001,0.004,0.635,3.450,2.680,0,1,0,0,11,11.000,8,4.667,0,0,0.568,0.568
15,2,"SW3",5,3,6,0.009,0.015,8.066,4.807,2.624,0,0,0,0,15,14.333,9,6.000,0,0,0.712,0.641
16,0,"SW1",1,479,388,1.293,1.316,894.407,4.149,3.165,112,31,0,5,16,13.837,11,6.657,0,0,0.596,0.453
16,0,"SW1",2,2,13,0.003,0.008,2.181,2.285,1.757,1,0,0,0,15,14.500,10,7.154,0,0,0.721,0.383
16,0,"SW1",3,1,4,0.034,0.003,1.395,3.844,1.375,1,1,0,0,16,16.000,14,9.000,0,0,1.000,0.453
16,0,"SW1",4,11,11,0.016,0.049,6.988,3.664,2.799,1,0,0,0,15,12.909,10,6.545,0,0,0.542,0.444
16,0,"SW1",5,28,108,0.053,0.103,52.609,3.775,2.139,14,6,0,2,16,14.679,13,7.204,0,1,0.828,0.561
16,1,"SW2",1,324,403,1.770,1.314,1684.228,5.835,4.532,11,67,0,2,16,14.083,11,5.067,0,0,0.533,0.491
16,1,"SW2",2,3,6,0.013,0.021,10.176,4.115,2.516,1,1,0,0,16,14.667,12,7.000,0,0,0.667,0.487
16,1,"SW2",4,4,1,0.009,0.022,10.381,4.542,3.363,0,0,0,0,15,12.750,6,6.000,0,0,0.524,0.505
16,1,"SW2",5,2,6,0.002,0.006,3.320,3.193,1.401,2,0,0,0,13,13.000,12,9.500,0,0,1.000,0.612
16,2,"SW3",1,176,232,1.069,0.738,1077.956,5.980,4.473,21,30,0,0,16,13.091,10,4.953,0,0,0.618,0.542
16,2,"SW3",2,1,1,0.003,0.006,0.949,3.593,3.608,0,1,0,0,14,14.000,1,1.000,0,0,0.486,0.553
16,2,"SW3",3,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,10,6.667,0,0,0.000,0.471
16,2,"SW3",4,2,2,0.002,0.008,1.326,3.043,2.205,1,0,0,0,12,10.500,6,4.000,0,0,0.794,0.568
16,2,"SW3",5,3,7,0.015,0.019,18.490,6.081,3.090,0,1,0,0,16,15.333,10,6.143,0,0,0.723,0.660
