year_idx,plot_id,species_id,seeds_local,seeds_external,seeds_total,seeds_mean_per_cell,p_seed_mean,p_env_mean,p_est_mean,n_new_saplings,limiting_factor
235,1,5,9.7414,35.2740,90.0135,0.1000,0.0010,0.0002,0.0000,0,"Light(0.000)"
235,1,-1,329310509.1808,13038.5741,658646858.7272,731829.8430,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
235,2,1,10805.3686,4162.0205,29933.4577,33.2594,0.3326,0.0498,0.0166,17,"Light(0.056)"
235,2,2,187100137.6047,64.3325,372826620.0723,414251.8001,1.0000,0.0185,0.0185,16,"Light(0.000)"
235,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0187,0.0000,0,"Light(0.000)"
235,2,4,31449297.0200,67.3455,62445549.5716,69383.9440,1.0000,0.0178,0.0178,9,"Light(0.000)"
235,2,5,8040488.3657,35.2740,16047690.7647,17830.7675,1.0000,0.0079,0.0079,6,"Light(0.000)"
235,2,-1,226600728.3591,4334.0124,451349803.9460,501499.7822,0.0000,0.0000,0.0000,48,"PLOT_TOTAL"
236,0,1,537791723.1981,28131.1065,1074510584.7835,1193900.6498,1.0000,0.0000,0.0000,0,"Light(0.000)"
236,0,2,221.6393,480.4723,1402.8079,1.5587,0.0156,0.0000,0.0000,0,"Light(0.000)"
236,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.0000,0.0000,0,"Light(0.000)"
236,0,4,308.7817,794.2015,2202.9685,2.4477,0.0245,0.0000,0.0000,0,"Light(0.000)"
236,0,5,9.7851,863.5212,1746.5689,1.9406,0.0194,0.0000,0.0000,0,"Light(0.000)"
236,0,-1,537792263.4042,30358.9685,1074516116.4627,1193906.7961,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
236,1,1,329302999.5614,12612.9542,658631095.6138,731812.3285,1.0000,0.0003,0.0003,0,"Light(0.000)"
236,1,2,5857.4707,202.4718,12082.4809,13.4250,0.1342,0.0001,0.0000,0,"Light(0.000)"
236,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0002,0.0000,0,"Light(0.000)"
236,1,4,1826.9667,182.8343,4001.8642,4.4465,0.0445,0.0001,0.0000,0,"Light(0.000)"
236,1,5,9.7851,35.2740,90.0743,0.1001,0.0010,0.0003,0.0000,0,"Light(0.000)"
236,1,-1,329310693.7839,13038.5741,658647280.1130,731830.3112,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
236,2,1,10806.4613,4162.0205,29935.8710,33.2621,0.3326,0.0456,0.0152,12,"Light(0.059)"
236,2,2,188556006.9798,64.3325,375656273.2494,417395.8592,1.0000,0.0124,0.0124,14,"Light(0.000)"
236,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0182,0.0000,0,"Light(0.000)"
236,2,4,31453616.2075,67.3455,62903047.9186,69892.2755,1.0000,0.0131,0.0131,14,"Light(0.000)"
236,2,5,8029835.1849,35.2740,16070394.0985,17855.9934,1.0000,0.0077,0.0077,7,"Light(0.000)"
236,2,-1,228050264.8335,4334.0123,454659661.2172,505177.4014,0.0000,0.0000,0.0000,47,"PLOT_TOTAL"
237,0,1,538725954.1890,28131.1064,1076573939.6000,1196193.2662,1.0000,0.0000,0.0000,0,"Light(0.000)"
237,0,2,258.8176,480.4723,1441.4016,1.6016,0.0160,0.0000,0.0000,0,"Light(0.000)"
237,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.0000,0.0000,0,"Light(0.000)"
237,0,4,327.1605,794.2015,2224.3453,2.4715,0.0247,0.0000,0.0000,0,"Light(0.000)"
237,0,5,10.0294,863.5212,1746.8569,1.9410,0.0194,0.0000,0.0000,0,"Light(0.000)"
237,0,-1,538726550.1965,30358.9685,1076579531.5377,1196199.4795,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
237,1,1,329303127.3418,12612.9542,658631352.8118,731812.6142,1.0000,0.0003,0.0003,0,"Light(0.000)"
237,1,2,6840.0177,202.4718,13102.4319,14.5583,0.1456,0.0001,0.0000,0,"Light(0.000)"
237,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0003,0.0000,0,"Light(0.000)"
237,1,4,1935.7084,182.8343,4128.3436,4.5870,0.0459,0.0001,0.0000,0,"Light(0.000)"
237,1,5,10.0294,35.2740,90.3624,0.1004,0.0010,0.0003,0.0000,0,"Light(0.000)"
237,1,-1,329311913.0973,13038.5741,658648684.0295,731831.8711,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
237,2,1,10807.5401,4162.0205,29938.0425,33.2645,0.3326,0.0000,0.0000,0,"Drought(0.000)"
237,2,2,184166309.7625,64.3325,372722445.4072,414136.0505,1.0000,0.0000,0.0000,0,"Winter(0.000)"
237,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0044,0.0000,0,"Light(0.000)"
237,2,4,32445343.4600,67.3455,63899094.3585,70998.9937,1.0000,0.0000,0.0000,0,"Winter(0.000)"
237,2,5,7498910.0896,35.2740,15528815.8224,17254.2398,1.0000,0.0063,0.0063,8,"Light(0.000)"
237,2,-1,224121370.8522,4334.0123,452180303.7104,502422.5597,0.0000,0.0000,0.0000,8,"PLOT_TOTAL"
238,0,1,539648366.8659,28131.1064,1078430583.2677,1198256.2036,1.0000,0.0000,0.0000,0,"Light(0.000)"
238,0,2,215.5163,480.4723,1435.2786,1.5948,0.0159,0.0000,0.0000,0,"Winter(0.000)"
238,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.0000,0.0000,0,"Light(0.000)"
238,0,4,317.2795,794.2015,2232.8430,2.4809,0.0248,0.0000,0.0000,0,"Winter(0.000)"
238,0,5,10.1807,863.5212,1747.2525,1.9414,0.0194,0.0000,0.0000,0,"Light(0.000)"
238,0,-1,539648909.8424,30358.9685,1078436177.9758,1198262.4200,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
238,1,1,329303229.3735,12612.9542,658631582.6238,731812.8696,1.0000,0.0004,0.0004,0,"Light(0.000)"
238,1,2,5695.6539,202.4718,12940.6151,14.3785,0.1438,0.0002,0.0000,0,"Light(0.000)"
238,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0003,0.0000,0,"Light(0.000)"
238,1,4,1877.2455,182.8343,4178.6224,4.6429,0.0464,0.0002,0.0000,0,"Light(0.000)"
238,1,5,10.1807,35.2740,90.7580,0.1008,0.0010,0.0003,0.0000,0,"Light(0.000)"
238,1,-1,329310812.4535,13038.5741,658648802.6991,731832.0030,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
238,2,1,10808.4016,4162.0205,29939.9828,33.2666,0.3327,0.0000,0.0000,0,"Drought(0.000)"
238,2,2,183285439.2922,64.3325,367451877.7196,408279.8641,1.0000,0.0062,0.0062,3,"Light(0.000)"
238,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0096,0.0000,0,"Light(0.000)"
238,2,4,32720103.2371,67.3455,65165581.3882,72406.2015,1.0000,0.0092,0.0092,5,"Light(0.000)"
238,2,5,8330350.0299,35.2740,15829330.6674,17588.1452,1.0000,0.0049,0.0049,6,"Light(0.000)"
238,2,-1,224346700.9608,4334.0124,448476739.8378,498307.4887,0.0000,0.0000,0.0000,14,"PLOT_TOTAL"
239,0,1,540384906.0643,28131.1064,1080089535.1430,1200099.4835,1.0000,0.0000,0.0000,0,"Light(0.000)"
239,0,2,216.5240,480.4723,1392.9850,1.5478,0.0155,0.0000,0.0000,0,"Light(0.000)"
239,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.0000,0.0000,0,"Light(0.000)"
239,0,4,318.5188,794.2015,2224.2013,2.4713,0.0247,0.0000,0.0000,0,"Light(0.000)"
239,0,5,10.2329,863.5212,1747.4560,1.9416,0.0194,0.0000,0.0000,0,"Light(0.000)"
239,0,-1,540385451.3399,30358.9685,1080095079.1193,1200105.6435,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
239,1,1,329302031.3083,12612.9542,658630486.5903,731811.6518,1.0000,0.0001,0.0001,0,"Light(0.000)"
239,1,2,5722.2841,202.4718,11822.8816,13.1365,0.1314,0.0000,0.0000,0,"Light(0.000)"
239,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0002,0.0000,0,"Light(0.000)"
239,1,4,1884.5780,182.8343,4127.4920,4.5861,0.0459,0.0000,0.0000,0,"Light(0.000)"
239,1,5,10.2329,35.2740,90.9614,0.1011,0.0010,0.0002,0.0000,0,"Light(0.000)"
239,1,-1,329309648.4033,13038.5741,658646538.0050,731829.4867,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
239,2,1,10798.2864,4162.0205,29930.7290,33.2564,0.3326,0.0000,0.0000,0,"Drought(0.000)"
239,2,2,184463823.2567,64.3325,367749391.2139,408610.4347,1.0000,0.0053,0.0053,7,"Light(0.000)"
239,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0095,0.0000,0,"Light(0.000)"
239,2,4,32978586.3562,67.3455,65698824.2844,72998.6936,1.0000,0.0060,0.0060,2,"Light(0.000)"
239,2,5,8506464.2756,35.2739,16836884.8534,18707.6498,1.0000,0.0056,0.0056,2,"Light(0.000)"
239,2,-1,225959672.1749,4334.0123,450315041.1604,500350.0457,0.0000,0.0000,0.0000,11,"PLOT_TOTAL"
240,0,1,531736392.6966,28131.1065,1072177560.9738,1191308.4011,1.0000,0.0000,0.0000,0,"Light(0.000)"
240,0,2,217.8333,480.4723,1395.3019,1.5503,0.0155,0.0000,0.0000,0,"Light(0.000)"
240,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.0000,0.0000,0,"Light(0.000)"
240,0,4,323.5925,794.2015,2230.5143,2.4783,0.0248,0.0000,0.0000,0,"Light(0.000)"
240,0,5,10.3874,863.5212,1747.6627,1.9418,0.0194,0.0000,0.0000,0,"Light(0.000)"
240,0,-1,531736944.5097,30358.9685,1072183113.7867,1191314.5709,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
240,1,1,329300842.1880,12612.9542,658628099.4048,731808.9993,1.0000,0.0000,0.0000,0,"Light(0.000)"
240,1,2,5756.8850,202.4718,11884.1127,13.2046,0.1320,0.0000,0.0000,0,"Light(0.000)"
240,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0001,0.0000,0,"Light(0.000)"
240,1,4,1914.5974,182.8343,4164.8439,4.6276,0.0463,0.0000,0.0000,0,"Light(0.000)"
240,1,5,10.3874,35.2740,91.1682,0.1013,0.0010,0.0002,0.0000,0,"Light(0.000)"
240,1,-1,329308524.0578,13038.5741,658644249.6093,731826.9440,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
240,2,1,10788.2467,4162.0205,29910.5741,33.2340,0.3323,0.0072,0.0024,1,"Light(0.091)"
240,2,2,185602897.2746,64.3325,370066849.1963,411185.3880,1.0000,0.0095,0.0095,6,"Light(0.000)"
240,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0132,0.0000,0,"Light(0.000)"
240,2,4,33249287.0268,67.3455,66228008.0741,73586.6756,1.0000,0.0096,0.0096,15,"Light(0.000)"
240,2,5,8529790.1548,35.2740,17036324.9783,18929.2500,1.0000,0.0066,0.0066,4,"Light(0.000)"
240,2,-1,227392762.7029,4334.0124,453361102.9025,503734.5588,0.0000,0.0000,0.0000,26,"PLOT_TOTAL"
241,0,1,523152450.2874,28131.1064,1054945105.1969,1172161.2280,1.0000,0.0000,0.0000,0,"Light(0.000)"
241,0,2,219.2101,480.4723,1397.9880,1.5533,0.0155,0.0000,0.0000,0,"Light(0.000)"
241,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.0000,0.0000,0,"Light(0.000)"
241,0,4,323.6740,794.2015,2235.6696,2.4841,0.0248,0.0000,0.0000,0,"Light(0.000)"
241,0,5,10.3137,863.5212,1747.7435,1.9419,0.0194,0.0000,0.0000,0,"Light(0.000)"
241,0,-1,523153003.4852,30358.9685,1054950665.9319,1172167.4066,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
241,1,1,329300916.8322,12612.9542,658626984.9287,731807.7610,1.0000,0.0001,0.0001,0,"Light(0.000)"
241,1,2,5793.2717,202.4718,11955.1003,13.2834,0.1328,0.0002,0.0000,0,"Light(0.000)"
241,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0002,0.0000,0,"Light(0.000)"
241,1,4,1915.0801,182.8343,4195.3460,4.6615,0.0466,0.0002,0.0000,0,"Light(0.000)"
241,1,5,10.3137,35.2740,91.2490,0.1014,0.0010,0.0002,0.0000,0,"Light(0.000)"
241,1,-1,329308635.4977,13038.5741,658643236.7038,731825.8186,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
241,2,1,10857.5837,4162.0205,29969.8714,33.2999,0.3330,0.0785,0.0261,19,"Light(0.089)"
241,2,2,186719937.9922,64.3325,372322963.9318,413692.1821,1.0000,0.0226,0.0226,26,"Light(0.000)"
241,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0222,0.0000,0,"Light(0.000)"
241,2,4,33453928.9139,67.3455,66703350.6318,74114.8340,1.0000,0.0216,0.0216,22,"Light(0.000)"
241,2,5,8583070.9400,35.2740,17112931.6427,19014.3685,1.0000,0.0100,0.0100,5,"Light(0.000)"
241,2,-1,228767795.4299,4334.0123,456169226.1575,506854.6957,0.0000,0.0000,0.0000,72,"PLOT_TOTAL"
242,0,1,523691594.8302,28131.1065,1046900307.3305,1163222.5637,1.0000,0.0000,0.0000,0,"Light(0.000)"
242,0,2,221.6792,480.4723,1401.8339,1.5576,0.0156,0.0000,0.0000,0,"Light(0.000)"
242,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.0000,0.0000,0,"Light(0.000)"
242,0,4,332.7528,794.2015,2244.8299,2.4943,0.0249,0.0000,0.0000,0,"Light(0.000)"
242,0,5,10.6364,863.5212,1747.9925,1.9422,0.0194,0.0000,0.0000,0,"Light(0.000)"
242,0,-1,523692159.8985,30358.9685,1046905881.3207,1163228.7570,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
242,1,1,318746732.0453,12612.9542,648072874.7861,720080.9720,1.0000,0.0001,0.0001,0,"Light(0.000)"
242,1,2,5858.5254,202.4718,12056.7406,13.3964,0.1340,0.0000,0.0000,0,"Light(0.000)"
242,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0001,0.0000,0,"Light(0.000)"
242,1,4,1968.7961,182.8343,4249.5448,4.7217,0.0472,0.0000,0.0000,0,"Light(0.000)"
242,1,5,10.6364,35.2740,91.4980,0.1017,0.0010,0.0002,0.0000,0,"Light(0.000)"
242,1,-1,318754570.0032,13038.5741,648089282.6492,720099.2029,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
242,2,1,10463.3377,4162.0205,29644.9625,32.9388,0.3294,0.0536,0.0177,15,"Light(0.086)"
242,2,2,188457300.8942,64.3325,375177367.5513,416863.7417,1.0000,0.0113,0.0113,10,"Light(0.000)"
242,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0163,0.0000,0,"Light(0.000)"
242,2,4,33493294.3954,67.3455,66947358.0004,74385.9533,1.0000,0.0108,0.0108,8,"Light(0.000)"
242,2,5,8690063.0589,35.2740,17273204.5468,19192.4495,1.0000,0.0089,0.0089,11,"Light(0.000)"
242,2,-1,230651121.6863,4334.0123,459427585.1409,510475.0946,0.0000,0.0000,0.0000,44,"PLOT_TOTAL"
243,0,1,524281424.8409,28131.1064,1048029281.8839,1164476.9799,1.0000,0.0000,0.0000,0,"Light(0.000)"
243,0,2,223.0461,480.4723,1405.6700,1.5619,0.0156,0.0000,0.0000,0,"Light(0.000)"
243,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.0000,0.0000,0,"Light(0.000)"
243,0,4,326.3687,794.2015,2247.5246,2.4972,0.0250,0.0000,0.0000,0,"Light(0.000)"
243,0,5,10.6084,863.5212,1748.2873,1.9425,0.0194,0.0000,0.0000,0,"Light(0.000)"
243,0,-1,524281984.8642,30358.9685,1048034862.6997,1164483.1808,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
243,1,1,318746813.3544,12612.9542,637518771.3082,708354.1903,1.0000,0.0006,0.0006,1,"Light(0.000)"
243,1,2,5894.6495,202.4718,12158.1184,13.5090,0.1351,0.0002,0.0000,0,"Light(0.000)"
243,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0002,0.0000,0,"Light(0.000)"
243,1,4,1931.0238,182.8343,4265.4884,4.7394,0.0474,0.0002,0.0000,0,"Light(0.000)"
243,1,5,10.6084,35.2740,91.7928,0.1020,0.0010,0.0002,0.0000,0,"Light(0.000)"
243,1,-1,318754649.6361,13038.5741,637535296.7876,708372.5520,0.0000,0.0000,0.0000,1,"PLOT_TOTAL"
243,2,1,10464.0242,4162.0205,29251.4030,32.5016,0.3250,0.0662,0.0215,22,"Light(0.084)"
243,2,2,189803269.3714,64.3325,378260698.9305,420289.6655,1.0000,0.0146,0.0146,15,"Light(0.000)"
243,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0176,0.0000,0,"Light(0.000)"
243,2,4,33737294.7423,67.3455,67230723.8289,74700.8043,1.0000,0.0136,0.0136,9,"Light(0.000)"
243,2,5,8741592.3903,35.2739,17431725.9971,19368.5844,1.0000,0.0081,0.0081,8,"Light(0.000)"
243,2,-1,232292620.5282,4334.0123,462952410.2392,514391.5669,0.0000,0.0000,0.0000,54,"PLOT_TOTAL"
244,0,1,524868373.1396,28131.1064,1049206060.1934,1165784.5113,1.0000,0.0000,0.0000,0,"Light(0.000)"
244,0,2,225.2670,480.4723,1409.2577,1.5658,0.0157,0.0000,0.0000,0,"Light(0.000)"
244,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.0000,0.0000,0,"Light(0.000)"
244,0,4,312.0392,794.2015,2226.8110,2.4742,0.0247,0.0000,0.0000,0,"Light(0.000)"
244,0,5,10.8384,863.5212,1748.4893,1.9428,0.0194,0.0000,0.0000,0,"Light(0.000)"
244,0,-1,524868921.2842,30358.9685,1049211624.0854,1165790.6934,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
244,1,1,318746885.2235,12612.9543,637518924.4863,708354.3605,1.0000,0.0003,0.0003,0,"Light(0.000)"
244,1,2,5953.3429,202.4718,12252.9359,13.6144,0.1361,0.0001,0.0000,0,"Light(0.000)"
244,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0002,0.0000,0,"Light(0.000)"
244,1,4,1846.2405,182.8343,4142.9328,4.6033,0.0460,0.0001,0.0000,0,"Light(0.000)"
244,1,5,10.8384,35.2740,91.9948,0.1022,0.0010,0.0002,0.0000,0,"Light(0.000)"
244,1,-1,318754695.6453,13038.5741,637535422.4296,708372.6916,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
244,2,1,10464.6310,4162.0205,29252.6963,32.5030,0.3250,0.0386,0.0125,13,"Light(0.081)"
244,2,2,191425908.2711,64.3325,381229306.3075,423588.1181,1.0000,0.0087,0.0087,3,"Light(0.000)"
244,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0132,0.0000,0,"Light(0.000)"
244,2,4,31109938.7741,67.3455,64847368.2075,72052.6313,1.0000,0.0092,0.0092,4,"Light(0.000)"
244,2,5,8825291.6905,35.2740,17566954.6287,19518.8385,1.0000,0.0059,0.0059,6,"Light(0.000)"
244,2,-1,231371603.3668,4334.0123,463672891.9197,515192.1021,0.0000,0.0000,0.0000,26,"PLOT_TOTAL"
245,0,1,525387176.9451,28131.1064,1050311812.2976,1167013.1248,1.0000,0.0000,0.0000,0,"Light(0.000)"
245,0,2,226.0583,480.4723,1412.2699,1.5692,0.0157,0.0000,0.0000,0,"Light(0.000)"
245,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.0000,0.0000,0,"Light(0.000)"
245,0,4,302.8226,794.2015,2203.2649,2.4481,0.0245,0.0000,0.0000,0,"Light(0.000)"
245,0,5,10.7384,863.5212,1748.6193,1.9429,0.0194,0.0000,0.0000,0,"Light(0.000)"
245,0,-1,525387716.5645,30358.9685,1050317355.7857,1167019.2842,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
245,1,1,318746967.5153,12612.9543,637519078.6473,708354.5318,1.0000,0.0000,0.0000,0,"Drought(0.000)"
245,1,2,5974.2558,202.4718,12332.5422,13.7028,0.1370,0.0000,0.0000,0,"Winter(0.000)"
245,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0001,0.0000,0,"Light(0.000)"
245,1,4,1791.7088,182.8343,4003.6179,4.4485,0.0445,0.0000,0.0000,0,"Winter(0.000)"
245,1,5,10.7384,35.2740,92.1248,0.1024,0.0010,0.0001,0.0000,0,"Light(0.000)"
245,1,-1,318754744.2184,13038.5741,637535517.0119,708372.7967,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
245,2,1,10465.3258,4162.0205,29253.9979,32.5044,0.3250,0.0266,0.0086,4,"Light(0.078)"
245,2,2,192369582.3165,64.3325,383795619.2525,426439.5769,1.0000,0.0059,0.0059,5,"Light(0.000)"
245,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0099,0.0000,0,"Light(0.000)"
245,2,4,31309086.2908,67.3455,62419159.7560,69354.6220,1.0000,0.0066,0.0066,3,"Light(0.000)"
245,2,5,8880527.0784,35.2740,17705889.3169,19673.2104,1.0000,0.0053,0.0053,4,"Light(0.000)"
245,2,-1,232569661.0115,4334.0124,463949932.4030,515499.9249,0.0000,0.0000,0.0000,16,"PLOT_TOTAL"
246,0,1,525981219.7134,28131.1064,1051424658.8713,1168249.6210,1.0000,0.0000,0.0000,0,"Light(0.000)"
246,0,2,226.5379,480.4723,1413.5408,1.5706,0.0157,0.0000,0.0000,0,"Light(0.000)"
246,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.0000,0.0000,0,"Light(0.000)"
246,0,4,309.8561,794.2015,2201.0818,2.4456,0.0245,0.0000,0.0000,0,"Light(0.000)"
246,0,5,10.8681,863.5212,1748.6490,1.9429,0.0194,0.0000,0.0000,0,"Light(0.000)"
246,0,-1,525981766.9755,30358.9685,1051430201.4769,1168255.7794,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
246,1,1,318747041.0680,12612.9543,637519234.4918,708354.7050,1.0000,0.0000,0.0000,0,"Drought(0.000)"
246,1,2,5986.9300,202.4718,12366.1293,13.7401,0.1374,0.0000,0.0000,0,"Light(0.000)"
246,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0001,0.0000,0,"Light(0.000)"
246,1,4,1833.3236,182.8343,3990.7010,4.4341,0.0443,0.0000,0.0000,0,"Light(0.000)"
246,1,5,10.8681,35.2740,92.1545,0.1024,0.0010,0.0002,0.0000,0,"Light(0.000)"
246,1,-1,318754872.1897,13038.5741,637535693.5563,708372.9928,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
246,2,1,9935.2593,4162.0205,28724.6262,31.9163,0.3192,0.0282,0.0090,8,"Light(0.076)"
246,2,2,193107900.6957,64.3325,385477611.6771,428308.4574,1.0000,0.0093,0.0093,4,"Light(0.000)"
246,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0133,0.0000,0,"Light(0.000)"
246,2,4,31653844.6072,67.3455,62963065.5891,69958.9618,1.0000,0.0104,0.0104,4,"Light(0.000)"
246,2,5,8938154.4252,35.2740,17818752.0515,19798.6134,1.0000,0.0052,0.0052,4,"Light(0.000)"
246,2,-1,233709834.9874,4334.0123,466288164.0236,518097.9600,0.0000,0.0000,0.0000,20,"PLOT_TOTAL"
247,0,1,526509798.5653,28131.1064,1052547280.4916,1169496.9783,1.0000,0.0000,0.0000,0,"Light(0.000)"
247,0,2,237.4953,480.4723,1424.9778,1.5833,0.0158,0.0000,0.0000,0,"Light(0.000)"
247,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.0000,0.0000,0,"Light(0.000)"
247,0,4,320.8292,794.2015,2219.0884,2.4657,0.0247,0.0000,0.0000,0,"Light(0.000)"
247,0,5,11.1150,863.5212,1749.0256,1.9434,0.0194,0.0000,0.0000,0,"Light(0.000)"
247,0,-1,526510368.0048,30358.9685,1052552852.9172,1169503.1699,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
247,1,1,301578260.6353,12612.9543,620350527.6118,689278.3640,1.0000,0.0004,0.0004,0,"Light(0.000)"
247,1,2,6276.5123,202.4718,12668.3858,14.0760,0.1408,0.0002,0.0000,0,"Light(0.000)"
247,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0003,0.0000,0,"Light(0.000)"
247,1,4,1898.2481,182.8343,4097.2403,4.5525,0.0455,0.0003,0.0000,0,"Light(0.000)"
247,1,5,11.1150,35.2740,92.5310,0.1028,0.0010,0.0002,0.0000,0,"Light(0.000)"
247,1,-1,301586446.5107,13038.5741,620367395.8487,689297.1065,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
247,2,1,9936.0401,4162.0205,28195.3404,31.3282,0.3133,0.0000,0.0000,0,"Drought(0.000)"
247,2,2,193307976.3052,64.3325,386416005.6659,429351.1174,1.0000,0.0065,0.0065,3,"Light(0.000)"
247,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0079,0.0000,0,"Light(0.000)"
247,2,4,32828726.2446,67.3455,64482705.5428,71647.4506,1.0000,0.0100,0.0100,4,"Light(0.000)"
247,2,5,8836886.4520,35.2740,17775111.4251,19750.1238,1.0000,0.0043,0.0043,3,"Light(0.000)"
247,2,-1,234983525.0419,4334.0124,468702028.0539,520780.0312,0.0000,0.0000,0.0000,10,"PLOT_TOTAL"
248,0,1,527124600.9390,28131.1064,1053690661.7171,1170767.4019,1.0000,0.0000,0.0000,0,"Light(0.000)"
248,0,2,257.2144,480.4723,1455.6544,1.6174,0.0162,0.0000,0.0000,0,"Light(0.000)"
248,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.0000,0.0000,0,"Light(0.000)"
248,0,4,321.0240,794.2015,2230.2563,2.4781,0.0248,0.0000,0.0000,0,"Light(0.000)"
248,0,5,10.7518,863.5212,1748.9093,1.9432,0.0194,0.0000,0.0000,0,"Light(0.000)"
248,0,-1,527125189.9294,30358.9685,1053696275.8711,1170773.6399,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
248,1,1,301580247.9608,12612.9542,603183734.5046,670204.1494,1.0000,0.0009,0.0009,0,"Light(0.000)"
248,1,2,6797.6490,202.4718,13479.1048,14.9768,0.1498,0.0002,0.0000,0,"Light(0.000)"
248,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0002,0.0000,0,"Light(0.000)"
248,1,4,1899.4009,182.8343,4163.3176,4.6259,0.0463,0.0002,0.0000,0,"Light(0.000)"
248,1,5,10.7518,35.2740,92.4147,0.1027,0.0010,0.0002,0.0000,0,"Light(0.000)"
248,1,-1,301588955.7626,13038.5741,603201479.4215,670223.8660,0.0000,0.0000,0.0000,0,"PLOT_TOTAL"
248,2,1,9936.9668,4162.0205,28197.0479,31.3301,0.3133,0.0120,0.0038,2,"Light(0.058)"
248,2,2,193147828.3019,64.3325,386455933.2721,429395.4814,1.0000,0.0042,0.0042,3,"Light(0.000)"
248,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.0084,0.0000,0,"Light(0.000)"
248,2,4,33040817.8467,67.3455,65869678.7824,73188.5320,1.0000,0.0045,0.0045,3,"Light(0.000)"
248,2,5,8752993.6989,35.2740,17589950.6987,19544.3897,1.0000,0.0051,0.0051,8,"Light(0.000)"
248,2,-1,234951576.8143,4334.0124,469943769.8809,522159.7443,0.0000,0.0000,0.0000,16,"PLOT_TOTAL"
249,0,1,527760180.3238,28131.1065,1054941043.4758,1172156.7150,1.0000,0.0000,0.0000,0,"Light(0.000)"
249,0,2,226.2255,480.4723,1444.3846,1.6049,0.0160,0.0000,0.0000,0,"Winter(0.000)"
