year_idx,plot_id,species_id,seeds_local,seeds_external,seeds_total,seeds_mean_per_cell,p_seed_mean,p_env_mean,p_est_mean,n_new_saplings,limiting_factor
1,0,1,0.0000,28131.1064,28131.1064,31.2568,0.3126,0.1923,0.0601,66,"GDD(0.435)"
1,0,2,0.0000,480.4723,480.4723,0.5339,0.0053,0.0444,0.0002,0,"Winter(0.113)"
1,0,3,0.0000,89.6670,89.6670,0.0996,0.0010,0.2471,0.0002,1,"GDD(0.403)"
1,0,4,0.0000,794.2015,794.2015,0.8824,0.0088,0.0510,0.0004,0,"Winter(0.113)"
1,0,5,0.0000,863.5212,863.5212,0.9595,0.0096,0.6236,0.0060,5,"GDD(0.624)"
1,0,-1,0.0000,30358.9685,30358.9685,33.7322,0.0000,0.0000,0.0000,72,"PLOT_TOTAL"
1,1,1,0.0000,12612.9542,12612.9542,14.0144,0.1401,0.4719,0.0661,71,"GDD(0.521)"
1,1,2,0.0000,202.4718,202.4718,0.2250,0.0022,0.2820,0.0006,1,"GDD(0.485)"
1,1,3,0.0000,5.0399,5.0399,0.0056,0.0001,0.4938,0.0000,0,"GDD(0.494)"
1,1,4,0.0000,182.8343,182.8343,0.2031,0.0020,0.3037,0.0006,0,"GDD(0.522)"
1,1,5,0.0000,35.2740,35.2740,0.0392,0.0004,0.6809,0.0003,0,"GDD(0.681)"
1,1,-1,0.0000,13038.5741,13038.5741,14.4873,0.0000,0.0000,0.0000,72,"PLOT_TOTAL"
1,2,1,0.0000,4162.0205,4162.0205,4.6245,0.0462,0.3304,0.0153,12,"GDD(0.525)"
1,2,2,0.0000,64.3325,64.3325,0.0715,0.0007,0.1481,0.0001,0,"Winter(0.303)"
1,2,3,0.0000,5.0399,5.0399,0.0056,0.0001,0.3997,0.0000,0,"GDD(0.498)"
1,2,4,0.0000,67.3455,67.3455,0.0748,0.0007,0.1602,0.0001,0,"Winter(0.303)"
1,2,5,0.0000,35.2740,35.2740,0.0392,0.0004,0.6833,0.0003,1,"GDD(0.683)"
1,2,-1,0.0000,4334.0123,4334.0123,4.8156,0.0000,0.0000,0.0000,13,"PLOT_TOTAL"
2,0,1,0.0000,28131.1064,56262.2129,62.5136,0.6251,0.2120,0.1325,109,"GDD(0.427)"
2,0,2,0.0000,480.4723,960.9447,1.0677,0.0107,0.0647,0.0007,1,"Winter(0.169)"
2,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.2638,0.0005,0,"GDD(0.394)"
2,0,4,0.0000,794.2015,1588.4031,1.7649,0.0176,0.0755,0.0013,2,"Winter(0.169)"
2,0,5,0.0000,863.5212,1727.0424,1.9189,0.0192,0.6183,0.0119,10,"GDD(0.618)"
2,0,-1,0.0000,30358.9685,60717.9370,67.4644,0.0000,0.0000,0.0000,122,"PLOT_TOTAL"
2,1,1,0.0000,12612.9542,25225.9085,28.0288,0.2803,0.4292,0.1203,81,"GDD(0.540)"
2,1,2,0.0000,202.4718,404.9436,0.4499,0.0045,0.2377,0.0011,1,"Winter(0.471)"
2,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.4988,0.0001,0,"GDD(0.514)"
2,1,4,0.0000,182.8343,365.6686,0.4063,0.0041,0.2483,0.0010,1,"Winter(0.471)"
2,1,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6935,0.0005,0,"GDD(0.693)"
2,1,-1,0.0000,13038.5741,26077.1482,28.9746,0.0000,0.0000,0.0000,83,"PLOT_TOTAL"
2,2,1,0.0000,4162.0205,8324.0410,9.2489,0.0925,0.5028,0.0465,46,"GDD(0.585)"
2,2,2,0.0000,64.3325,128.6649,0.1430,0.0014,0.2737,0.0004,0,"Winter(0.537)"
2,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.5230,0.0001,0,"GDD(0.561)"
2,2,4,0.0000,67.3455,134.6911,0.1497,0.0015,0.2973,0.0004,0,"Winter(0.537)"
2,2,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.7234,0.0006,2,"GDD(0.723)"
2,2,-1,0.0000,4334.0123,8668.0247,9.6311,0.0000,0.0000,0.0000,48,"PLOT_TOTAL"
3,0,1,0.0000,28131.1064,56262.2129,62.5136,0.6251,0.3244,0.2028,158,"GDD(0.509)"
3,0,2,0.0000,480.4723,960.9447,1.0677,0.0107,0.1475,0.0016,1,"Winter(0.313)"
3,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.3906,0.0008,1,"GDD(0.480)"
3,0,4,0.0000,794.2015,1588.4031,1.7649,0.0176,0.1634,0.0029,4,"Winter(0.313)"
3,0,5,0.0000,863.5212,1727.0424,1.9189,0.0192,0.6724,0.0129,17,"GDD(0.672)"
3,0,-1,0.0000,30358.9685,60717.9370,67.4644,0.0000,0.0000,0.0000,181,"PLOT_TOTAL"
3,1,1,0.0000,12612.9542,25225.9085,28.0288,0.2803,0.2627,0.0736,63,"GDD(0.495)"
3,1,2,0.0000,202.4718,404.9436,0.4499,0.0045,0.0933,0.0004,0,"Winter(0.204)"
3,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.3285,0.0000,0,"GDD(0.466)"
3,1,4,0.0000,182.8343,365.6686,0.4063,0.0041,0.1026,0.0004,1,"Winter(0.204)"
3,1,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6637,0.0005,0,"GDD(0.664)"
3,1,-1,0.0000,13038.5741,26077.1482,28.9746,0.0000,0.0000,0.0000,64,"PLOT_TOTAL"
3,2,1,0.0000,4162.0205,8324.0410,9.2489,0.0925,0.5021,0.0464,30,"GDD(0.585)"
3,2,2,0.0000,64.3325,128.6649,0.1430,0.0014,0.2954,0.0004,1,"Winter(0.537)"
3,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.5589,0.0001,0,"GDD(0.561)"
3,2,4,0.0000,67.3455,134.6911,0.1497,0.0015,0.3148,0.0005,0,"Winter(0.537)"
3,2,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.7234,0.0006,0,"GDD(0.723)"
3,2,-1,0.0000,4334.0123,8668.0247,9.6311,0.0000,0.0000,0.0000,31,"PLOT_TOTAL"
4,0,1,0.0000,28131.1064,56262.2129,62.5136,0.6251,0.2439,0.1525,79,"GDD(0.436)"
4,0,2,0.0000,480.4723,960.9447,1.0677,0.0107,0.0925,0.0010,0,"Winter(0.236)"
4,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.2969,0.0006,0,"GDD(0.404)"
4,0,4,0.0000,794.2015,1588.4031,1.7649,0.0176,0.1067,0.0019,1,"Winter(0.236)"
4,0,5,0.0000,863.5212,1727.0424,1.9189,0.0192,0.6241,0.0120,11,"GDD(0.624)"
4,0,-1,0.0000,30358.9685,60717.9370,67.4644,0.0000,0.0000,0.0000,91,"PLOT_TOTAL"
4,1,1,0.0000,12612.9542,25225.9085,28.0288,0.2803,0.3225,0.0904,63,"GDD(0.543)"
4,1,2,0.0000,202.4718,404.9436,0.4499,0.0045,0.1376,0.0006,1,"Winter(0.271)"
4,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.3983,0.0000,0,"GDD(0.517)"
4,1,4,0.0000,182.8343,365.6686,0.4063,0.0041,0.1489,0.0006,0,"Winter(0.271)"
4,1,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6953,0.0005,2,"GDD(0.695)"
4,1,-1,0.0000,13038.5741,26077.1482,28.9746,0.0000,0.0000,0.0000,66,"PLOT_TOTAL"
4,2,1,0.0000,4162.0205,8324.0410,9.2489,0.0925,0.3582,0.0331,32,"GDD(0.544)"
4,2,2,0.0000,64.3325,128.6649,0.1430,0.0014,0.1711,0.0002,0,"Winter(0.337)"
4,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.4245,0.0000,0,"GDD(0.517)"
4,2,4,0.0000,67.3455,134.6911,0.1497,0.0015,0.1804,0.0003,0,"Winter(0.337)"
4,2,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6958,0.0005,1,"GDD(0.696)"
4,2,-1,0.0000,4334.0123,8668.0247,9.6311,0.0000,0.0000,0.0000,33,"PLOT_TOTAL"
5,0,1,0.0000,28131.1064,56262.2129,62.5136,0.6251,0.3931,0.2458,123,"GDD(0.487)"
5,0,2,0.0000,480.4723,960.9447,1.0677,0.0107,0.2200,0.0023,0,"GDD(0.448)"
5,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.4539,0.0009,0,"GDD(0.458)"
5,0,4,0.0000,794.2015,1588.4031,1.7649,0.0176,0.2413,0.0043,4,"Winter(0.491)"
5,0,5,0.0000,863.5212,1727.0424,1.9189,0.0192,0.6583,0.0126,10,"GDD(0.658)"
5,0,-1,0.0000,30358.9685,60717.9370,67.4644,0.0000,0.0000,0.0000,137,"PLOT_TOTAL"
5,1,1,0.0000,12612.9542,25225.9085,28.0288,0.2803,0.2990,0.0838,51,"GDD(0.536)"
5,1,2,0.0000,202.4718,404.9436,0.4499,0.0045,0.1189,0.0005,1,"Winter(0.238)"
5,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.3757,0.0000,0,"GDD(0.509)"
5,1,4,0.0000,182.8343,365.6686,0.4063,0.0041,0.1284,0.0005,1,"Winter(0.238)"
5,1,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6907,0.0005,3,"GDD(0.691)"
5,1,-1,0.0000,13038.5741,26077.1482,28.9746,0.0000,0.0000,0.0000,56,"PLOT_TOTAL"
5,2,1,0.0000,4162.0205,8324.0410,9.2489,0.0925,0.3996,0.0370,35,"GDD(0.581)"
5,2,2,0.0000,64.3325,128.6649,0.1430,0.0014,0.2028,0.0003,0,"Winter(0.370)"
5,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.4671,0.0001,0,"GDD(0.557)"
5,2,4,0.0000,67.3455,134.6911,0.1497,0.0015,0.2081,0.0003,1,"Winter(0.370)"
5,2,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.7205,0.0006,0,"GDD(0.720)"
5,2,-1,0.0000,4334.0123,8668.0247,9.6311,0.0000,0.0000,0.0000,36,"PLOT_TOTAL"
6,0,1,0.0000,28131.1064,56262.2129,62.5136,0.6251,0.1570,0.0981,38,"Winter(0.336)"
6,0,2,0.0000,480.4723,960.9447,1.0677,0.0107,0.0010,0.0000,0,"Winter(0.002)"
6,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.2275,0.0005,1,"GDD(0.453)"
6,0,4,0.0000,794.2015,1588.4031,1.7649,0.0176,0.0011,0.0000,0,"Winter(0.002)"
6,0,5,0.0000,863.5212,1727.0424,1.9189,0.0192,0.6552,0.0126,14,"GDD(0.655)"
6,0,-1,0.0000,30358.9685,60717.9370,67.4644,0.0000,0.0000,0.0000,53,"PLOT_TOTAL"
6,1,1,0.0000,12612.9542,25225.9085,28.0288,0.2803,0.0800,0.0224,13,"Winter(0.171)"
6,1,2,0.0000,202.4718,404.9436,0.4499,0.0045,0.0000,0.0000,0,"Winter(0.000)"
6,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.1485,0.0000,0,"Winter(0.338)"
6,1,4,0.0000,182.8343,365.6686,0.4063,0.0041,0.0000,0.0000,0,"Winter(0.000)"
6,1,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6563,0.0005,0,"GDD(0.656)"
6,1,-1,0.0000,13038.5741,26077.1482,28.9746,0.0000,0.0000,0.0000,13,"PLOT_TOTAL"
6,2,1,0.0000,4162.0205,8324.0410,9.2489,0.0925,0.3234,0.0299,16,"GDD(0.562)"
6,2,2,0.0000,64.3325,128.6649,0.1430,0.0014,0.1368,0.0002,0,"Winter(0.259)"
6,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.3923,0.0000,0,"GDD(0.537)"
6,2,4,0.0000,67.3455,134.6911,0.1497,0.0015,0.1449,0.0002,0,"Winter(0.259)"
6,2,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.7083,0.0006,0,"GDD(0.708)"
6,2,-1,0.0000,4334.0123,8668.0247,9.6311,0.0000,0.0000,0.0000,16,"PLOT_TOTAL"
7,0,1,0.0000,28131.1064,56262.2129,62.5136,0.6251,0.3831,0.2395,84,"GDD(0.487)"
7,0,2,0.0000,480.4723,960.9447,1.0677,0.0107,0.2200,0.0023,4,"GDD(0.448)"
7,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.4539,0.0009,1,"GDD(0.458)"
7,0,4,0.0000,794.2015,1588.4031,1.7649,0.0176,0.2413,0.0043,2,"Winter(0.491)"
7,0,5,0.0000,863.5212,1727.0424,1.9189,0.0192,0.6583,0.0126,13,"GDD(0.658)"
7,0,-1,0.0000,30358.9685,60717.9370,67.4644,0.0000,0.0000,0.0000,104,"PLOT_TOTAL"
7,1,1,0.0000,12612.9542,25225.9085,28.0288,0.2803,0.3639,0.1020,49,"GDD(0.550)"
7,1,2,0.0000,202.4718,404.9436,0.4499,0.0045,0.1853,0.0008,1,"Winter(0.360)"
7,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.4349,0.0000,0,"GDD(0.524)"
7,1,4,0.0000,182.8343,365.6686,0.4063,0.0041,0.2005,0.0008,1,"Winter(0.360)"
7,1,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6997,0.0005,1,"GDD(0.700)"
7,1,-1,0.0000,13038.5741,26077.1482,28.9746,0.0000,0.0000,0.0000,52,"PLOT_TOTAL"
7,2,1,0.0000,4162.0205,8324.0410,9.2489,0.0925,0.3202,0.0296,22,"GDD(0.562)"
7,2,2,0.0000,64.3325,128.6649,0.1430,0.0014,0.1368,0.0002,0,"Winter(0.259)"
7,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.3923,0.0000,1,"GDD(0.537)"
7,2,4,0.0000,67.3455,134.6911,0.1497,0.0015,0.1449,0.0002,0,"Winter(0.259)"
7,2,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.7083,0.0006,2,"GDD(0.708)"
7,2,-1,0.0000,4334.0123,8668.0247,9.6311,0.0000,0.0000,0.0000,25,"PLOT_TOTAL"
8,0,1,0.0000,28131.1064,56262.2129,62.5136,0.6251,0.3009,0.1881,52,"GDD(0.491)"
8,0,2,0.0000,480.4723,960.9447,1.0677,0.0107,0.1400,0.0015,1,"Winter(0.324)"
8,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.3679,0.0007,0,"GDD(0.462)"
8,0,4,0.0000,794.2015,1588.4031,1.7649,0.0176,0.1544,0.0027,2,"Winter(0.324)"
8,0,5,0.0000,863.5212,1727.0424,1.9189,0.0192,0.6463,0.0124,10,"GDD(0.661)"
8,0,-1,0.0000,30358.9685,60717.9370,67.4644,0.0000,0.0000,0.0000,65,"PLOT_TOTAL"
8,1,1,0.0000,12612.9542,25225.9085,28.0288,0.2803,0.2662,0.0746,32,"Winter(0.527)"
8,1,2,0.0000,202.4718,404.9436,0.4499,0.0045,0.0954,0.0004,0,"Winter(0.193)"
8,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.3454,0.0000,0,"GDD(0.510)"
8,1,4,0.0000,182.8343,365.6686,0.4063,0.0041,0.0999,0.0004,0,"Winter(0.193)"
8,1,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6910,0.0005,1,"GDD(0.691)"
8,1,-1,0.0000,13038.5741,26077.1482,28.9746,0.0000,0.0000,0.0000,33,"PLOT_TOTAL"
8,2,1,0.0000,4162.0205,8324.0410,9.2489,0.0925,0.4781,0.0442,37,"GDD(0.571)"
8,2,2,0.0000,64.3325,128.6649,0.1430,0.0014,0.2947,0.0004,0,"GDD(0.538)"
8,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.5465,0.0001,0,"GDD(0.546)"
8,2,4,0.0000,67.3455,134.6911,0.1497,0.0015,0.3115,0.0005,1,"Winter(0.548)"
8,2,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.7141,0.0006,0,"GDD(0.714)"
8,2,-1,0.0000,4334.0123,8668.0247,9.6311,0.0000,0.0000,0.0000,38,"PLOT_TOTAL"
9,0,1,0.0000,28131.1064,56262.2129,62.5136,0.6251,0.3061,0.1913,58,"GDD(0.480)"
9,0,2,0.0000,480.4723,960.9447,1.0677,0.0107,0.1456,0.0016,1,"Winter(0.369)"
9,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.3487,0.0007,0,"GDD(0.450)"
9,0,4,0.0000,794.2015,1588.4031,1.7649,0.0176,0.1583,0.0028,0,"Winter(0.369)"
9,0,5,0.0000,863.5212,1727.0424,1.9189,0.0192,0.5793,0.0111,13,"GDD(0.653)"
9,0,-1,0.0000,30358.9685,60717.9370,67.4644,0.0000,0.0000,0.0000,72,"PLOT_TOTAL"
9,1,1,0.0000,12612.9542,25225.9085,28.0288,0.2803,0.2619,0.0734,38,"Winter(0.527)"
9,1,2,0.0000,202.4718,404.9436,0.4499,0.0045,0.0912,0.0004,0,"Winter(0.193)"
9,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.3283,0.0000,0,"GDD(0.510)"
9,1,4,0.0000,182.8343,365.6686,0.4063,0.0041,0.0955,0.0004,0,"Winter(0.193)"
9,1,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6621,0.0005,0,"GDD(0.691)"
9,1,-1,0.0000,13038.5741,26077.1482,28.9746,0.0000,0.0000,0.0000,38,"PLOT_TOTAL"
9,2,1,0.0000,4162.0205,8324.0410,9.2489,0.0925,0.1532,0.0142,8,"Winter(0.303)"
9,2,2,0.0000,64.3325,128.6649,0.1430,0.0014,0.0000,0.0000,0,"Winter(0.000)"
9,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.2373,0.0000,0,"Winter(0.470)"
9,2,4,0.0000,67.3455,134.6911,0.1497,0.0015,0.0000,0.0000,0,"Winter(0.000)"
9,2,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6880,0.0005,1,"GDD(0.688)"
9,2,-1,0.0000,4334.0123,8668.0247,9.6311,0.0000,0.0000,0.0000,9,"PLOT_TOTAL"
10,0,1,0.0000,28131.1064,56262.2129,62.5136,0.6251,0.2162,0.1351,19,"Winter(0.480)"
10,0,2,0.0000,480.4723,960.9447,1.0677,0.0107,0.0591,0.0006,2,"Winter(0.147)"
10,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.2618,0.0005,0,"GDD(0.475)"
10,0,4,0.0000,794.2015,1588.4031,1.7649,0.0176,0.0650,0.0011,3,"Winter(0.147)"
10,0,5,0.0000,863.5212,1727.0424,1.9189,0.0192,0.5609,0.0108,6,"GDD(0.669)"
10,0,-1,0.0000,30358.9685,60717.9370,67.4644,0.0000,0.0000,0.0000,30,"PLOT_TOTAL"
10,1,1,0.0000,12612.9542,25225.9085,28.0288,0.2803,0.3613,0.1013,46,"GDD(0.543)"
10,1,2,0.0000,202.4718,404.9436,0.4499,0.0045,0.1825,0.0008,2,"Winter(0.393)"
10,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.4115,0.0000,0,"GDD(0.517)"
10,1,4,0.0000,182.8343,365.6686,0.4063,0.0041,0.1929,0.0008,0,"Winter(0.393)"
10,1,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6338,0.0005,0,"GDD(0.695)"
10,1,-1,0.0000,13038.5741,26077.1482,28.9746,0.0000,0.0000,0.0000,48,"PLOT_TOTAL"
10,2,1,0.0000,4162.0205,8324.0410,9.2489,0.0925,0.5687,0.0526,35,"GDD(0.598)"
10,2,2,0.0000,64.3325,128.6649,0.1430,0.0014,0.4307,0.0006,0,"GDD(0.568)"
10,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.5754,0.0001,0,"GDD(0.575)"
10,2,4,0.0000,67.3455,134.6911,0.1497,0.0015,0.4460,0.0007,0,"GDD(0.588)"
10,2,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.7324,0.0006,0,"GDD(0.732)"
10,2,-1,0.0000,4334.0123,8668.0247,9.6311,0.0000,0.0000,0.0000,35,"PLOT_TOTAL"
11,0,1,0.0000,28131.1064,56262.2129,62.5136,0.6251,0.2073,0.1296,28,"GDD(0.412)"
11,0,2,0.0000,480.4723,960.9447,1.0677,0.0107,0.0730,0.0008,1,"Winter(0.236)"
11,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.2297,0.0005,0,"GDD(0.379)"
11,0,4,0.0000,794.2015,1588.4031,1.7649,0.0176,0.0840,0.0015,3,"Winter(0.236)"
11,0,5,0.0000,863.5212,1727.0424,1.9189,0.0192,0.4899,0.0094,3,"GDD(0.608)"
11,0,-1,0.0000,30358.9685,60717.9370,67.4644,0.0000,0.0000,0.0000,35,"PLOT_TOTAL"
11,1,1,0.0000,12612.9542,25225.9085,28.0288,0.2803,0.2280,0.0639,21,"GDD(0.487)"
11,1,2,0.0000,202.4718,404.9436,0.4499,0.0045,0.0731,0.0003,0,"Winter(0.182)"
11,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.2680,0.0000,0,"GDD(0.458)"
11,1,4,0.0000,182.8343,365.6686,0.4063,0.0041,0.0802,0.0003,1,"Winter(0.182)"
11,1,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.5818,0.0005,0,"GDD(0.658)"
11,1,-1,0.0000,13038.5741,26077.1482,28.9746,0.0000,0.0000,0.0000,22,"PLOT_TOTAL"
11,2,1,0.0000,4162.0205,8324.0410,9.2489,0.0925,0.3389,0.0313,16,"GDD(0.540)"
11,2,2,0.0000,64.3325,128.6649,0.1430,0.0014,0.1646,0.0002,0,"Winter(0.337)"
11,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.4235,0.0000,0,"GDD(0.514)"
11,2,4,0.0000,67.3455,134.6911,0.1497,0.0015,0.1775,0.0003,1,"Winter(0.337)"
11,2,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6929,0.0005,2,"GDD(0.693)"
11,2,-1,0.0000,4334.0123,8668.0247,9.6311,0.0000,0.0000,0.0000,19,"PLOT_TOTAL"
12,0,1,0.0000,28131.1064,56262.2129,62.5136,0.6251,0.1442,0.0902,14,"Winter(0.336)"
12,0,2,0.0000,480.4723,960.9447,1.0677,0.0107,0.0009,0.0000,0,"Winter(0.002)"
12,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.1914,0.0004,0,"GDD(0.453)"
12,0,4,0.0000,794.2015,1588.4031,1.7649,0.0176,0.0010,0.0000,0,"Winter(0.002)"
12,0,5,0.0000,863.5212,1727.0424,1.9189,0.0192,0.5405,0.0104,6,"GDD(0.655)"
12,0,-1,0.0000,30358.9685,60717.9370,67.4644,0.0000,0.0000,0.0000,20,"PLOT_TOTAL"
12,1,1,0.0000,12612.9542,25225.9085,28.0288,0.2803,0.4854,0.1361,67,"GDD(0.553)"
12,1,2,0.0000,202.4718,404.9436,0.4499,0.0045,0.2968,0.0013,1,"GDD(0.519)"
12,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.4810,0.0001,0,"GDD(0.527)"
12,1,4,0.0000,182.8343,365.6686,0.4063,0.0041,0.3138,0.0013,0,"GDD(0.549)"
12,1,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6395,0.0005,0,"GDD(0.702)"
12,1,-1,0.0000,13038.5741,26077.1482,28.9746,0.0000,0.0000,0.0000,68,"PLOT_TOTAL"
12,2,1,0.0000,4162.0205,8324.0410,9.2489,0.0925,0.5308,0.0491,39,"GDD(0.568)"
12,2,2,0.0000,64.3325,128.6649,0.1430,0.0014,0.3691,0.0005,0,"GDD(0.534)"
12,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.5333,0.0001,2,"GDD(0.543)"
12,2,4,0.0000,67.3455,134.6911,0.1497,0.0015,0.3887,0.0006,0,"GDD(0.563)"
12,2,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.7066,0.0006,1,"GDD(0.712)"
12,2,-1,0.0000,4334.0123,8668.0247,9.6311,0.0000,0.0000,0.0000,42,"PLOT_TOTAL"
13,0,1,0.0000,28131.1064,56262.2129,62.5136,0.6251,0.2849,0.1781,28,"GDD(0.510)"
13,0,2,0.0000,480.4723,960.9447,1.0677,0.0107,0.1203,0.0013,4,"Winter(0.302)"
13,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.3179,0.0006,0,"GDD(0.482)"
13,0,4,0.0000,794.2015,1588.4031,1.7649,0.0176,0.1292,0.0023,2,"Winter(0.302)"
13,0,5,0.0000,863.5212,1727.0424,1.9189,0.0192,0.5399,0.0104,15,"GDD(0.674)"
13,0,-1,0.0000,30358.9685,60717.9370,67.4644,0.0000,0.0000,0.0000,49,"PLOT_TOTAL"
13,1,1,0.0000,12612.9542,25225.9085,28.0288,0.2803,0.2319,0.0650,18,"GDD(0.495)"
13,1,2,0.0000,202.4718,404.9436,0.4499,0.0045,0.0781,0.0004,0,"Winter(0.204)"
13,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.2685,0.0000,0,"GDD(0.466)"
13,1,4,0.0000,182.8343,365.6686,0.4063,0.0041,0.0859,0.0003,0,"Winter(0.204)"
13,1,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.5289,0.0004,0,"GDD(0.664)"
13,1,-1,0.0000,13038.5741,26077.1482,28.9746,0.0000,0.0000,0.0000,18,"PLOT_TOTAL"
13,2,1,0.0000,4162.0205,8324.0410,9.2489,0.0925,0.3601,0.0333,28,"GDD(0.524)"
13,2,2,0.0000,64.3325,128.6649,0.1430,0.0014,0.1865,0.0003,0,"Winter(0.425)"
13,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.4116,0.0000,0,"GDD(0.496)"
13,2,4,0.0000,67.3455,134.6911,0.1497,0.0015,0.2015,0.0003,0,"Winter(0.425)"
13,2,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.6090,0.0005,2,"GDD(0.682)"
13,2,-1,0.0000,4334.0123,8668.0247,9.6311,0.0000,0.0000,0.0000,30,"PLOT_TOTAL"
14,0,1,0.0000,28131.1064,56262.2129,62.5136,0.6251,0.1663,0.1039,30,"GDD(0.435)"
14,0,2,0.0000,480.4723,960.9447,1.0677,0.0107,0.0364,0.0004,0,"Winter(0.113)"
14,0,3,0.0000,89.6670,179.3339,0.1993,0.0020,0.1962,0.0004,0,"GDD(0.403)"
14,0,4,0.0000,794.2015,1588.4031,1.7649,0.0176,0.0417,0.0007,1,"Winter(0.113)"
14,0,5,0.0000,863.5212,1727.0424,1.9189,0.0192,0.4797,0.0092,4,"GDD(0.624)"
14,0,-1,0.0000,30358.9685,60717.9370,67.4644,0.0000,0.0000,0.0000,35,"PLOT_TOTAL"
14,1,1,0.0000,12612.9542,25225.9085,28.0288,0.2803,0.0693,0.0194,10,"Winter(0.171)"
14,1,2,0.0000,202.4718,404.9436,0.4499,0.0045,0.0000,0.0000,0,"Winter(0.000)"
14,1,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.1141,0.0000,0,"Winter(0.338)"
14,1,4,0.0000,182.8343,365.6686,0.4063,0.0041,0.0000,0.0000,0,"Winter(0.000)"
14,1,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.4785,0.0004,0,"GDD(0.656)"
14,1,-1,0.0000,13038.5741,26077.1482,28.9746,0.0000,0.0000,0.0000,10,"PLOT_TOTAL"
14,2,1,0.0000,4162.0205,8324.0410,9.2489,0.0925,0.3296,0.0305,22,"GDD(0.513)"
14,2,2,0.0000,64.3325,128.6649,0.1430,0.0014,0.1610,0.0002,0,"Winter(0.392)"
14,2,3,0.0000,5.0399,10.0798,0.0112,0.0001,0.3681,0.0000,0,"GDD(0.485)"
14,2,4,0.0000,67.3455,134.6911,0.1497,0.0015,0.1772,0.0003,0,"Winter(0.392)"
14,2,5,0.0000,35.2740,70.5479,0.0784,0.0008,0.5663,0.0004,0,"GDD(0.675)"
